Player,Position,Games Played,Solo Tackles,Asst Tackles,Total Tackles,Tackles Per Game,Total Sacks,Sacks Per Game,Forced Fumbles,Fumbles Recovered,Passes Defended,Int,Int Ret Yds,Yds Per Int,Int Ret TDs
Josey Jewell,LB,28,91,75,166,5.93,4.0,0.14,2.0,4.0,4.0,2.0,21.0,10.5,0
Josey Jewell,RILB,32,105,66,171,5.34,2.0,0.06,0.0,0.0,7.0,0.0,0.0,0.0,0
Josh Allen,LB,16,31,13,44,2.75,10.5,0.66,2.0,0.0,0.0,0.0,0.0,0.0,0
Josh Allen,LOLB,16,46,25,71,4.44,7.5,0.47,1.0,1.0,4.0,1.0,11.0,11.0,0
Josh Allen,OLB,17,35,22,57,3.35,7.0,0.41,4.0,2.0,2.0,0.0,0.0,0.0,0
Josh Blackwell,DB,16,16,7,23,1.44,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
Josh Bynes,LB,34,68,19,87,2.56,2.0,0.06,2.0,1.0,6.0,3.0,42.0,14.0,0
Josh Bynes,LILB,26,73,49,122,4.69,3.0,0.12,0.0,0.0,8.0,2.0,7.0,3.5,0
Josh Bynes,LLB,16,53,46,99,6.19,1.0,0.06,0.0,1.0,2.0,0.0,0.0,0.0,0
Josh Bynes,LLB/RLB,9,26,12,38,4.22,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0
Josh Bynes,MLB,11,52,23,75,6.82,2.0,0.18,0.0,1.0,5.0,0.0,0.0,0.0,0
Josh Bynes,RLB,16,56,26,82,5.12,0.5,0.03,1.0,0.0,5.0,0.0,0.0,0.0,0
Josh Bynes,ROLB,15,22,23,45,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0
Josh Chapman,LDT,16,16,5,21,1.31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Josh Evans,FS,47,146,55,201,4.28,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0
Josh Gordy,DB,16,19,5,24,1.5,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0
Josh Harvey-Clemons,DB,16,18,4,22,1.38,1.0,0.06,0.0,0.0,3.0,0.0,0.0,0.0,0
Josh Hawkins,DB,15,28,10,38,2.53,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0
Josh Jackson,RCB,12,21,5,26,2.17,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
Josh Jackson,RCB/DB,16,39,10,49,3.06,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0
Josh Jones,DB,16,60,11,71,4.44,2.0,0.12,0.0,0.0,5.0,1.0,0.0,0.0,0
Josh Jones,FS,13,40,15,55,4.23,1.0,0.08,0.0,0.0,2.0,0.0,0.0,0.0,0
Josh Jones,S,12,23,5,28,2.33,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
Josh Jones,SS,13,59,24,83,6.38,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
Josh Martin,LOLB,14,28,15,43,3.07,1.5,0.11,0.0,0.0,1.0,0.0,0.0,0.0,0
Josh Mauga,LILB,16,82,21,103,6.44,0.5,0.03,0.0,0.0,3.0,0.0,0.0,0.0,0
Josh Mauga,RILB,14,46,12,58,4.14,1.0,0.07,0.0,0.0,3.0,2.0,70.0,35.0,0
Josh Mauro,DE,12,17,11,28,2.33,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
Josh Mauro,RDE,15,24,8,32,2.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Josh Metellus,S,17,32,10,42,2.47,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0
Josh Norman,DB,9,21,3,24,2.67,0.0,0.0,1.0,2.0,4.0,1.0,16.0,16.0,1
Josh Norman,RCB,103,292,96,388,3.77,1.0,0.01,19.0,5.0,77.0,14.0,329.0,23.5,2
Josh Robinson,DB,16,38,2,40,2.5,0.0,0.0,0.0,0.0,8.0,3.0,22.0,7.33,0
Josh Robinson,LCB,10,48,10,58,5.8,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0
Josh Shaw,DB,47,85,30,115,2.45,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0
Josh Sweat,DE,46,71,36,107,2.33,21.0,0.46,4.0,0.0,4.0,1.0,42.0,42.0,1
Josh Sweat,LDE,16,19,26,45,2.81,7.5,0.47,1.0,0.0,4.0,0.0,0.0,0.0,0
Josh Thomas,LCB,13,21,7,28,2.15,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0
Josh Uche,LB,15,23,4,27,1.8,11.5,0.77,2.0,0.0,0.0,0.0,0.0,0.0,0
Josh Wilson,DB,24,52,8,60,2.5,0.5,0.02,0.0,1.0,8.0,1.0,15.0,15.0,0
Josh Wilson,RCB,16,68,25,93,5.81,2.0,0.12,2.0,3.0,7.0,1.0,0.0,0.0,0
Josh Woods,LB,13,21,7,28,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Joshua Kalu,DB,16,24,18,42,2.62,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0
Joshua Perry,LB,15,16,6,22,1.47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Joshua Williams,DB,17,29,11,40,2.35,0.0,0.0,0.0,0.0,7.0,1.0,7.0,7.0,0
Josiah Scott,CB,16,19,7,26,1.62,0.0,0.0,0.0,0.0,8.0,2.0,13.0,6.5,0
Jourdan Lewis,CB,6,17,9,26,4.33,1.0,0.17,0.0,0.0,1.0,1.0,0.0,0.0,0
Jourdan Lewis,DB,62,173,52,225,3.63,7.5,0.12,1.0,4.0,29.0,6.0,133.0,22.17,0
Juan Thornhill,FS,49,118,45,163,3.33,0.0,0.0,1.0,1.0,11.0,5.0,79.0,15.8,1
Juan Thornhill,S,16,43,28,71,4.44,1.0,0.06,0.0,0.0,9.0,3.0,0.0,0.0,0
Jude Adjei-Barimah,DB,10,22,0,22,2.2,2.0,0.2,1.0,0.0,2.0,0.0,0.0,0.0,0
Jude Adjei-Barimah,RCB,13,34,7,41,3.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Julian Blackmon,FS,21,62,14,76,3.62,0.0,0.0,2.0,0.0,7.0,2.0,19.0,9.5,0
Julian Blackmon,S,14,36,14,50,3.57,1.0,0.07,0.0,1.0,2.0,1.0,17.0,17.0,1
Julian Love,DB,33,83,47,130,3.94,0.5,0.02,0.0,1.0,10.0,2.0,13.0,6.5,0
Julian Love,S,16,79,45,124,7.75,1.0,0.06,1.0,1.0,5.0,2.0,44.0,22.0,0
Julian Love,SS,15,30,7,37,2.47,0.0,0.0,1.0,0.0,3.0,1.0,30.0,30.0,0
Julian Okwara,LB,13,18,9,27,2.08,5.0,0.38,1.0,1.0,2.0,1.0,9.0,9.0,0
Julius Peppers,LDE,16,21,12,33,2.06,11.0,0.69,2.0,2.0,0.0,0.0,0.0,0.0,0
Julius Peppers,LOLB,32,54,26,80,2.5,17.5,0.55,6.0,3.0,11.0,2.0,101.0,50.5,2
Julius Peppers,RDE,16,31,14,45,2.81,7.0,0.44,2.0,1.0,3.0,1.0,14.0,14.0,0
Jumal Rolle,DB,10,17,2,19,1.9,0.0,0.0,0.0,0.0,4.0,3.0,25.0,8.33,0
Junior Galette,LOLB,32,61,24,85,2.66,22.0,0.69,4.0,2.0,4.0,0.0,0.0,0.0,0
Jurrell Casey,RDE,77,178,92,270,3.51,28.0,0.36,2.0,2.0,9.0,0.0,0.0,0.0,0
Jurrell Casey,RDE/NT,15,36,26,62,4.13,7.0,0.47,2.0,1.0,0.0,0.0,0.0,0.0,0
Jurrell Casey,RDT,15,38,17,55,3.67,10.5,0.7,1.0,1.0,2.0,0.0,0.0,0.0,0
Justin Bethel,CB,17,17,9,26,1.53,0.0,0.0,0.0,0.0,4.0,1.0,11.0,11.0,0
Justin Bethel,DB,48,75,10,85,1.77,0.0,0.0,2.0,3.0,6.0,1.0,66.0,66.0,1
Justin Bethel,RCB,32,73,14,87,2.72,0.0,0.0,2.0,2.0,13.0,3.0,103.0,34.33,2
Justin Coleman,DB,69,132,44,176,2.55,2.0,0.03,1.0,3.0,28.0,5.0,58.0,11.6,2
Justin Coleman,RCB,16,47,7,54,3.38,0.0,0.0,3.0,1.0,13.0,1.0,55.0,55.0,0
Justin Durant,LB,13,24,13,37,2.85,1.0,0.08,0.0,0.0,3.0,0.0,0.0,0.0,0
Justin Durant,RILB,13,57,25,82,6.31,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0
Justin Durant,RLB,6,31,18,49,8.17,0.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,0
Justin Ellis,DT,16,15,6,21,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Justin Ellis,LDT,16,16,5,21,1.31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Justin Ellis,RDT,28,46,24,70,2.5,0.5,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0
Justin Evans,DB,15,17,12,29,1.93,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0
Justin Evans,FS,24,93,32,125,5.21,0.0,0.0,0.0,1.0,8.0,4.0,28.0,7.0,0
Justin Gilbert,DB,14,25,4,29,2.07,0.0,0.0,0.0,0.0,8.0,1.0,23.0,23.0,1
Justin Hardee,WR,16,17,2,19,1.19,0.0,0.0,0.0,0.0,2.0,1.0,77.0,77.0,0
Justin Hollins,LB,16,18,10,28,1.75,3.0,0.19,1.0,0.0,1.0,0.0,0.0,0.0,0
Justin Houston,LDE,32,52,17,69,2.16,19.0,0.59,3.0,5.0,0.0,0.0,0.0,0.0,0
Justin Houston,LOLB,73,211,46,257,3.52,58.5,0.8,8.0,4.0,22.0,2.0,16.0,8.0,1
Justin Houston,ROLB,12,28,9,37,3.08,9.0,0.75,5.0,3.0,1.0,1.0,4.0,4.0,0
Justin Jones,DL,17,28,24,52,3.06,3.0,0.18,0.0,1.0,4.0,0.0,0.0,0.0,0
Justin Jones,LDT,25,37,27,64,2.56,1.0,0.04,1.0,0.0,1.0,0.0,0.0,0.0,0
Justin Jones,RDE,11,19,18,37,3.36,3.0,0.27,0.0,2.0,1.0,0.0,0.0,0.0,0
Justin Madubuike,DT,17,26,16,42,2.47,5.5,0.32,0.0,0.0,3.0,0.0,0.0,0.0,0
Justin Madubuike,LDE,15,23,13,36,2.4,2.0,0.13,0.0,0.0,2.0,0.0,0.0,0.0,0
Justin Reid,FS,31,127,39,166,5.35,0.0,0.0,1.0,3.0,15.0,5.0,183.0,36.6,1
Justin Reid,S,17,59,24,83,4.88,1.0,0.06,0.0,0.0,7.0,0.0,0.0,0.0,0
Justin Reid,SS,26,103,46,149,5.73,2.0,0.08,1.0,0.0,8.0,2.0,45.0,22.5,0
Justin Simmons,DB,13,25,5,30,2.31,1.0,0.08,0.0,0.0,4.0,2.0,83.0,41.5,0
Justin Simmons,FS,65,273,93,366,5.63,1.5,0.02,0.0,1.0,40.0,17.0,204.0,12.0,0
Justin Simmons,S,12,42,27,69,5.75,0.0,0.0,3.0,1.0,7.0,6.0,51.0,8.5,0
Justin Simmons,SS,13,50,19,69,5.31,1.0,0.08,0.0,0.0,5.0,2.0,65.0,32.5,1
Justin Smith,RDE,32,60,32,92,2.88,11.5,0.36,3.0,1.0,0.0,0.0,0.0,0.0,0
Justin Strnad,RILB,16,23,13,36,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Justin Tuck,LDE,31,69,37,106,3.42,16.0,0.52,4.0,0.0,6.0,2.0,5.0,2.5,0
Justin Tuggle,RILB,16,21,18,39,2.44,0.0,0.0,0.0,1.0,2.0,1.0,8.0,8.0,0
Juston Burris,DB,28,45,8,53,1.89,1.0,0.04,2.0,1.0,9.0,3.0,90.0,30.0,0
Juston Burris,SS,23,51,25,76,3.3,0.0,0.0,0.0,0.0,5.0,2.0,17.0,8.5,0
K'Lavon Chaisson,ROLB,15,20,11,31,2.07,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0
K'Von Wallace,S,32,36,13,49,1.53,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
K'Waun Williams,CB,14,30,14,44,3.14,1.0,0.07,0.0,0.0,7.0,1.0,0.0,0.0,0
K'Waun Williams,DB,91,234,67,301,3.31,7.0,0.08,11.0,3.0,27.0,4.0,84.0,21.0,0
K.J. Wright,RLB,109,425,295,720,6.61,8.5,0.08,8.0,6.0,33.0,4.0,11.0,2.75,0
K.J. Wright,ROLB,16,60,26,86,5.38,2.0,0.12,1.0,2.0,10.0,1.0,7.0,7.0,0
Kaden Elliss,LB,17,43,35,78,4.59,7.0,0.41,2.0,0.0,2.0,0.0,0.0,0.0,0
Kader Kohou,CB,15,63,9,72,4.8,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,0
Kaiir Elam,CB,13,29,12,41,3.15,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0
Kam Chancellor,SS,62,254,132,386,6.23,0.0,0.0,5.0,0.0,26.0,8.0,141.0,17.62,0
Kamal Martin,RILB,10,17,7,24,2.4,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0
Kamalei Correa,LOLB,16,27,10,37,2.31,5.0,0.31,0.0,1.0,2.0,0.0,0.0,0.0,0
Kamerion Wimbley,ROLB,13,17,15,32,2.46,2.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0
Kameron Kelly,DB,14,17,4,21,1.5,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,0
Kamren Curl,FS,16,62,37,99,6.19,1.0,0.06,0.0,1.0,5.0,0.0,0.0,0.0,0
Kamren Curl,S,12,58,25,83,6.92,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
Kamren Curl,SS,16,63,25,88,5.5,2.0,0.12,0.0,0.0,4.0,3.0,88.0,29.33,1
Kamu Grugier-Hill,LB,31,40,10,50,1.61,1.0,0.03,1.0,1.0,0.0,0.0,0.0,0.0,0
Kamu Grugier-Hill,LB/OLB,15,38,10,48,3.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Kamu Grugier-Hill,LLB,40,121,55,176,4.4,4.0,0.1,3.0,1.0,5.0,2.0,106.0,53.0,0
Kareem Jackson,DB,14,51,11,62,4.43,0.0,0.0,0.0,0.0,4.0,1.0,42.0,42.0,1
Kareem Jackson,LCB,39,151,20,171,4.38,0.0,0.0,1.0,2.0,24.0,5.0,174.0,34.8,1
Kareem Jackson,RCB,32,124,36,160,5.0,2.0,0.06,3.0,1.0,27.0,3.0,26.0,8.67,0
Kareem Jackson,S,17,55,39,94,5.53,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0
Kareem Jackson,SS,44,177,71,248,5.64,1.0,0.02,1.0,2.0,16.0,4.0,48.0,12.0,0
Kareem Martin,LOLB,16,22,26,48,3.0,1.5,0.09,0.0,0.0,2.0,0.0,0.0,0.0,0
Kareem Martin,ROLB,16,18,6,24,1.5,1.0,0.06,1.0,0.0,3.0,1.0,7.0,7.0,0
Karl Joseph,FS,13,34,14,48,3.69,2.0,0.15,0.0,0.0,2.0,1.0,5.0,5.0,0
Karl Joseph,SS,50,186,69,255,5.1,1.0,0.02,1.0,5.0,17.0,4.0,69.0,17.25,0
Karl Klug,DT,16,18,5,23,1.44,2.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0
Karlos Dansby,LILB,28,109,92,201,7.18,3.0,0.11,3.0,0.0,8.0,4.0,93.0,23.25,2
Karlos Dansby,LLB,16,69,45,114,7.12,1.0,0.06,0.0,1.0,6.0,0.0,0.0,0.0,0
Karlos Dansby,RILB,32,188,29,217,6.78,7.5,0.23,1.0,2.0,23.0,5.0,52.0,10.4,2
Kasim Edebali,DE,16,18,3,21,1.31,5.0,0.31,0.0,1.0,2.0,0.0,0.0,0.0,0
Kavell Conner,LB,20,39,4,43,2.15,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
Kavell Conner,LILB,16,46,24,70,4.38,1.0,0.06,1.0,0.0,1.0,0.0,0.0,0.0,0
Kavon Frazier,DB,15,23,10,33,2.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Kawann Short,DT,16,18,12,30,1.88,1.5,0.09,1.0,1.0,1.0,0.0,0.0,0.0,0
Kawann Short,LDT,30,49,32,81,2.7,6.5,0.22,2.0,2.0,3.0,0.0,0.0,0.0,0
Kawann Short,RDT,48,93,66,159,3.31,24.5,0.51,6.0,3.0,8.0,0.0,0.0,0.0,0
Kayvon Thibodeaux,OLB,14,33,16,49,3.5,4.0,0.29,2.0,2.0,5.0,0.0,0.0,0.0,0
Kayvon Webster,DB,26,59,5,64,2.46,0.0,0.0,1.0,0.0,11.0,1.0,10.0,10.0,0
Kayvon Webster,RCB,11,34,4,38,3.45,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0
Keanu Neal,FS,45,231,91,322,7.16,1.0,0.02,8.0,4.0,16.0,2.0,19.0,9.5,0
Keanu Neal,MLB,14,44,28,72,5.14,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0
Keanu Neal,S,17,41,22,63,3.71,0.5,0.03,0.0,0.0,4.0,1.0,0.0,0.0,0
Keenan Lewis,LCB,16,37,3,40,2.5,0.0,0.0,0.0,0.0,13.0,2.0,2.0,1.0,0
Keenan Lewis,RCB,16,39,8,47,2.94,0.0,0.0,1.0,0.0,9.0,4.0,34.0,8.5,0
Keenan Robinson,LB,6,20,12,32,5.33,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
Keenan Robinson,LILB,25,107,65,172,6.88,1.5,0.06,0.0,2.0,6.0,2.0,44.0,22.0,0
Keenan Robinson,MLB,16,54,29,83,5.19,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0
Keion Crossen,DB,32,53,25,78,2.44,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0
Keisean Nixon,CB,17,18,5,23,1.35,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0
Keith McGill,DB,16,16,6,22,1.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Keith Reaser,DB,15,23,3,26,1.73,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0
Keith Rivers,LLB,16,23,22,45,2.81,1.0,0.06,0.0,1.0,1.0,0.0,0.0,0.0,0
Keith Tandy,DB,28,47,21,68,2.43,1.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0
Keith Tandy,FS,16,31,9,40,2.5,0.0,0.0,1.0,1.0,3.0,3.0,42.0,14.0,0
Keith Tandy,SS,16,47,11,58,3.62,0.0,0.0,0.0,1.0,9.0,4.0,28.0,7.0,0
Keith Taylor,CB,17,24,5,29,1.71,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0
Keith Taylor,DB,17,31,7,38,2.24,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0
Kelcie McCray,DB,32,48,28,76,2.38,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0
Kelvin Joseph,CB,16,17,3,20,1.25,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0
Kelvin Sheppard,LB,14,17,7,24,1.71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Kelvin Sheppard,LILB,15,20,26,46,3.07,1.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0
Kelvin Sheppard,MLB,32,105,50,155,4.84,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0
Kelvin Sheppard,RLB,7,32,17,49,7.0,0.0,0.0,0.0,0.0,4.0,2.0,17.0,8.5,0
Kemal Ishmael,DB,27,57,39,96,3.56,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0
Kemal Ishmael,FS,16,32,14,46,2.88,0.0,0.0,0.0,0.0,3.0,1.0,84.0,84.0,0
Kemal Ishmael,SS,16,67,30,97,6.06,0.0,0.0,1.0,1.0,6.0,4.0,37.0,9.25,1
Ken Crawley,LCB,23,75,10,85,3.7,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0
Ken Crawley,RCB,15,40,3,43,2.87,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0
Ken Webster,LCB,8,17,2,19,2.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Kendall Fuller,CB,33,79,28,107,3.24,0.0,0.0,1.0,0.0,23.0,7.0,70.0,10.0,2
Kendall Fuller,DB,24,66,25,91,3.79,1.0,0.04,0.0,0.0,4.0,0.0,0.0,0.0,0
Kendall Fuller,LCB,31,128,31,159,5.13,1.0,0.03,1.0,0.0,28.0,3.0,0.0,0.0,0
Kendall Fuller,LCB/RCB,14,38,12,50,3.57,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0
Kendall Langford,DE,16,17,8,25,1.56,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0
Kendall Langford,LDE,16,23,15,38,2.38,7.0,0.44,0.0,0.0,3.0,0.0,0.0,0.0,0
Kendall Langford,LDT,16,36,13,49,3.06,5.0,0.31,0.0,0.0,4.0,0.0,0.0,0.0,0
Kendall Reyes,LDE,32,50,16,66,2.06,7.0,0.22,0.0,0.0,6.0,1.0,1.0,1.0,0
Kendall Sheffield,DB,16,33,13,46,2.88,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0
Kendall Sheffield,LCB,13,37,14,51,3.92,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0
Kendell Beckwith,MLB,16,60,13,73,4.56,1.0,0.06,1.0,0.0,2.0,0.0,0.0,0.0,0
Kendrick Lewis,DB,13,20,7,27,2.08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Kendrick Lewis,FS,47,136,65,201,4.28,0.0,0.0,4.0,1.0,15.0,3.0,33.0,11.0,1
Kenneth Acker,DB,25,37,3,40,1.6,0.0,0.0,0.0,1.0,4.0,1.0,9.0,9.0,0
Kenneth Acker,RCB,15,55,10,65,4.33,0.0,0.0,0.0,0.0,8.0,3.0,45.0,15.0,0
Kenneth Murray,LB,17,50,26,76,4.47,1.0,0.06,1.0,0.0,3.0,1.0,16.0,16.0,0
Kenneth Murray,LILB/RILB,11,17,14,31,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kenneth Murray,RLB,16,68,39,107,6.69,1.0,0.06,0.0,0.0,3.0,0.0,0.0,0.0,0
Kenny Clark,DL,17,27,26,53,3.12,4.0,0.24,1.0,1.0,0.0,0.0,0.0,0.0,0
Kenny Clark,NT,73,154,108,262,3.59,22.5,0.31,4.0,3.0,5.0,0.0,0.0,0.0,0
Kenny Moore,CB,12,50,15,65,5.42,1.0,0.08,0.0,0.0,4.0,0.0,0.0,0.0,0
Kenny Moore,DB,16,32,6,38,2.38,0.0,0.0,1.0,0.0,5.0,1.0,25.0,25.0,0
Kenny Moore,LCB,42,181,37,218,5.19,6.0,0.14,2.0,1.0,27.0,9.0,133.0,14.78,1
Kenny Moore,RCB,17,82,20,102,6.0,1.0,0.06,1.0,0.0,13.0,4.0,78.0,19.5,0
Kenny Vaccaro,SS,110,437,173,610,5.55,11.5,0.1,4.0,4.0,44.0,10.0,147.0,14.7,0
Kenny Young,LB,16,40,11,51,3.19,2.5,0.16,1.0,1.0,1.0,0.0,0.0,0.0,0
Kenny Young,MLB/RILB,13,41,34,75,5.77,2.0,0.15,2.0,1.0,1.0,0.0,0.0,0.0,0
Kenny Young,RILB,16,31,21,52,3.25,1.0,0.06,0.0,1.0,2.0,1.0,79.0,79.0,1
Kentrell Brice,DB,22,42,8,50,2.27,0.0,0.0,0.0,1.0,4.0,1.0,11.0,11.0,0
Kentrell Brice,FS,14,40,10,50,3.57,1.0,0.07,0.0,0.0,2.0,0.0,0.0,0.0,0
Kentrell Brothers,LB,13,16,7,23,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kerby Joseph,S,17,55,27,82,4.82,0.0,0.0,2.0,1.0,8.0,4.0,70.0,17.5,0
Kerry Hyder,DE,16,23,13,36,2.25,8.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0
Kerry Hyder,LDE,15,20,13,33,2.2,1.5,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0
Kerry Hyder,RDE,16,30,19,49,3.06,8.5,0.53,0.0,1.0,0.0,0.0,0.0,0.0,0
Kerry Wynn,DE,14,24,15,39,2.79,1.5,0.11,2.0,0.0,2.0,0.0,0.0,0.0,0
Kerry Wynn,LDE,15,33,20,53,3.53,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
Kevin Burnett,LLB,16,83,22,105,6.56,2.5,0.16,3.0,1.0,4.0,1.0,0.0,0.0,0
Kevin Byard,FS,80,308,123,431,5.39,3.0,0.04,1.0,2.0,44.0,18.0,210.0,11.67,0
Kevin Byard,S,17,69,39,108,6.35,0.0,0.0,0.0,0.0,6.0,4.0,57.0,14.25,0
Kevin Byard,SS,17,57,31,88,5.18,1.0,0.06,2.0,1.0,13.0,5.0,66.0,13.2,1
Kevin Johnson,DB,34,82,24,106,3.12,1.0,0.03,0.0,1.0,10.0,0.0,0.0,0.0,0
Kevin Johnson,LCB,16,48,6,54,3.38,0.0,0.0,0.0,0.0,9.0,1.0,22.0,22.0,0
Kevin Johnson,RCB,13,22,13,35,2.69,0.5,0.04,1.0,1.0,3.0,0.0,0.0,0.0,0
Kevin King,RCB,45,144,36,180,4.0,1.0,0.02,2.0,1.0,28.0,6.0,54.0,9.0,0
Kevin Minter,LB,16,21,13,34,2.12,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
Kevin Minter,LILB,16,72,22,94,5.88,0.5,0.03,1.0,0.0,2.0,0.0,0.0,0.0,0
Kevin Minter,MLB,9,16,16,32,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kevin Minter,RILB,48,124,41,165,3.44,5.5,0.11,0.0,0.0,2.0,0.0,0.0,0.0,0
Kevin Pierre-Louis,LB,28,58,20,78,2.79,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,0
Kevin Pierre-Louis,RLB,13,36,20,56,4.31,1.0,0.08,1.0,0.0,2.0,0.0,0.0,0.0,0
Kevin Vickerson,LDT,11,18,4,22,2.0,1.0,0.09,0.0,0.0,3.0,0.0,0.0,0.0,0
Kevin Williams,RDT,47,53,39,92,1.96,6.5,0.14,2.0,1.0,9.0,1.0,0.0,0.0,0
Kevon Seymour,DB,40,55,14,69,1.72,1.0,0.02,0.0,0.0,8.0,0.0,0.0,0.0,0
Khalen Saunders,DT,16,22,26,48,3.0,3.5,0.22,0.0,0.0,1.0,0.0,0.0,0.0,0
Khalil Mack,LOLB,46,106,38,144,3.13,30.0,0.65,14.0,5.0,11.0,2.0,60.0,30.0,1
Khalil Mack,OLB,17,33,17,50,2.94,8.0,0.47,2.0,2.0,2.0,0.0,0.0,0.0,0
Khalil Mack,RDE,48,172,56,228,4.75,36.5,0.76,8.0,4.0,8.0,1.0,6.0,6.0,1
Khalil Mack,RLB,16,59,17,76,4.75,4.0,0.25,1.0,0.0,3.0,0.0,0.0,0.0,0
Khari Willis,SS,39,161,58,219,5.62,3.5,0.09,1.0,1.0,11.0,4.0,93.0,23.25,1
Khaseem Greene,LB,15,21,7,28,1.87,0.0,0.0,1.0,0.0,1.0,1.0,49.0,49.0,0
Kiko Alonso,LB,24,55,19,74,3.08,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0
Kiko Alonso,LLB,15,79,46,125,8.33,0.0,0.0,3.0,1.0,6.0,3.0,30.0,10.0,0
