Player,Position,Games Played,Pass Att,Pass Comp,Pass Comp Percentage,Int,Pass TD,Pass Yds,Pass Yds Per Comp,Pass Yds Per Game,Rush,Rush Yds,Rush Yds Per Attempt,Rush TD,Rush Yds Per Game
Donovan Smith,QB,23,359,231,64.35,10,19,2686,11.63,116.78,0.0,0.0,0.0,0.0,0.0
Donovan Tabon,QB,3,3,2,66.67,0,0,10,5.0,3.33,0.0,0.0,0.0,0.0,0.0
Dorian Thompson-Robinson,QB,50,1359,860,63.28,36,88,10710,12.45,214.2,248.0,1254.0,5.06,21.0,52.25
Doug Brumfield,QB,10,254,164,64.57,5,10,1898,11.57,189.8,0.0,0.0,0.0,0.0,0.0
Drake Maye,QB,14,517,342,66.15,7,38,4321,12.63,308.64,184.0,698.0,3.79,7.0,49.86
Dray Joseph,QB,13,437,271,62.01,11,30,3573,13.18,274.85,0.0,0.0,0.0,0.0,0.0
Draylen Ellis,QB,20,633,346,54.66,14,27,4436,12.82,221.8,0.0,0.0,0.0,0.0,0.0
Drayton Arnold,QB,5,104,50,48.08,3,3,783,15.66,156.6,0.0,0.0,0.0,0.0,0.0
Dresser Winn,QB,11,379,232,61.21,11,18,2926,12.61,266.0,0.0,0.0,0.0,0.0,0.0
Drew Anderson,QB,11,429,258,60.14,15,20,2840,11.01,258.18,0.0,0.0,0.0,0.0,0.0
Drew Belcher,QB,32,276,159,57.61,5,9,1529,9.62,47.78,0.0,0.0,0.0,0.0,0.0
Drew Hare,QB,23,583,358,61.41,6,32,4284,11.97,186.26,159.0,900.0,5.66,8.0,64.29
Drew Lock,QB,50,1553,883,56.86,39,99,12193,13.81,243.86,0.0,0.0,0.0,0.0,0.0
Drew Plitt,QB,33,1031,650,63.05,19,59,7613,11.71,230.7,0.0,0.0,0.0,0.0,0.0
Drew Pyne,QB,11,254,164,64.57,6,22,2021,12.32,183.73,0.0,0.0,0.0,0.0,0.0
Drew Reed,QB,28,782,518,66.24,25,40,5985,11.55,213.75,0.0,0.0,0.0,0.0,0.0
Driphus Jackson,QB,25,647,376,58.11,15,42,5190,13.8,207.6,0.0,0.0,0.0,0.0,0.0
Dru Brown,QB,25,747,463,61.98,15,37,5273,11.39,210.92,0.0,0.0,0.0,0.0,0.0
Duce Taylor,QB,10,119,41,34.45,9,4,560,13.66,56.0,0.0,0.0,0.0,0.0,0.0
Duncan Hodges,QB,9,159,87,54.72,10,3,692,7.95,76.89,0.0,0.0,0.0,0.0,0.0
Dustin Crum,QB,31,806,543,67.37,10,52,7009,12.91,226.1,329.0,1410.0,4.29,18.0,52.22
Dwayne Haskins,QB,14,533,373,69.98,8,50,4831,12.95,345.07,0.0,0.0,0.0,0.0,0.0
Dylan Cadwallader,QB,8,133,77,57.89,3,3,806,10.47,100.75,0.0,0.0,0.0,0.0,0.0
Dylan Classi,WR,10,2,2,100.0,0,1,35,17.5,3.5,0.0,0.0,0.0,0.0,0.0
Dylan Favre,QB,9,142,101,71.13,5,9,1081,10.7,120.11,0.0,0.0,0.0,0.0,0.0
Dylan Hopkins,QB,24,450,291,64.67,11,28,4187,14.39,174.46,0.0,0.0,0.0,0.0,0.0
Dylan McCaffrey,QB,21,582,349,59.97,19,17,3237,9.28,154.14,0.0,0.0,0.0,0.0,0.0
Dylan Morris,QB,15,473,287,60.68,15,18,3355,11.69,223.67,0.0,0.0,0.0,0.0,0.0
Dylan Thompson,QB,13,451,270,59.87,11,26,3574,13.24,274.92,0.0,0.0,0.0,0.0,0.0
E.J. Warner,QB,11,443,268,60.5,12,18,3028,11.3,275.27,0.0,0.0,0.0,0.0,0.0
EJ Perry,QB,20,862,546,63.34,27,45,5981,10.95,299.05,253.0,1132.0,4.47,15.0,56.6
Easton Stick,QB,44,833,508,60.98,24,75,7549,14.86,171.57,427.0,2523.0,5.91,41.0,45.87
Eddie Sullivan,QB,11,165,80,48.48,8,5,1041,13.01,94.64,0.0,0.0,0.0,0.0,0.0
Eli Dunne,QB,25,731,443,60.6,19,44,5288,11.94,211.52,0.0,0.0,0.0,0.0,0.0
Eli Jenkins,QB,53,1031,583,56.55,27,47,7652,13.13,144.38,636.0,3796.0,5.97,42.0,71.62
Eli Peters,QB,16,394,234,59.39,9,27,2943,12.58,183.94,0.0,0.0,0.0,0.0,0.0
Eli Sawyer,QB,10,194,121,62.37,1,11,1605,13.26,160.5,0.0,0.0,0.0,0.0,0.0
Elijah Sindelar,QB,12,329,187,56.84,7,18,2099,11.22,174.92,0.0,0.0,0.0,0.0,0.0
Elijah Staley,QB,9,267,125,46.82,12,4,1463,11.7,162.56,0.0,0.0,0.0,0.0,0.0
Elijah Walker,QB,4,52,30,57.69,1,2,332,11.07,83.0,0.0,0.0,0.0,0.0,0.0
Ellis Richardson,QB,9,115,67,58.26,3,6,739,11.03,82.11,102.0,550.0,5.39,8.0,61.11
Emmett Morehead,QB,10,192,115,59.9,6,10,1254,10.9,125.4,0.0,0.0,0.0,0.0,0.0
Emory Jones,QB,21,545,349,64.04,17,26,4267,12.23,203.19,143.0,758.0,5.3,4.0,58.31
Eric Barriere,QB,46,1596,991,62.09,28,120,13665,13.79,297.07,269.0,1316.0,4.89,17.0,39.88
Eric Dungey,QB,39,1279,786,61.45,30,58,9340,11.88,239.49,327.0,1349.0,4.13,24.0,61.32
Eric Hoffman,QB,11,405,252,62.22,10,22,2986,11.85,271.45,0.0,0.0,0.0,0.0,0.0
Eric Kordenbrock,QB,8,239,137,57.32,5,11,1619,11.82,202.38,0.0,0.0,0.0,0.0,0.0
Eric Schmid,QB,21,692,409,59.1,19,49,5627,13.76,267.95,98.0,436.0,4.45,8.0,43.6
Evan Jacks,QB,11,65,34,52.31,3,1,524,15.41,47.64,116.0,675.0,5.82,7.0,61.36
Evan Orth,QB,10,222,145,65.32,6,11,1795,12.38,179.5,0.0,0.0,0.0,0.0,0.0
Everett Golson,QB,22,646,403,62.38,17,40,5223,12.96,237.41,0.0,0.0,0.0,0.0,0.0
Feleipe Franks,QB,34,789,476,60.33,18,50,6002,12.61,176.53,0.0,0.0,0.0,0.0,0.0
Felix Harper,QB,23,648,396,61.11,14,53,5443,13.74,236.65,0.0,0.0,0.0,0.0,0.0
Frank Harris,QB,40,1120,750,66.96,21,71,8870,11.83,221.75,333.0,1696.0,5.09,24.0,42.4
Frank Nutile,QB,8,199,122,61.31,7,12,1600,13.11,200.0,0.0,0.0,0.0,0.0,0.0
Fred Payton,QB,31,707,447,63.22,25,56,6101,13.65,196.81,0.0,0.0,0.0,0.0,0.0
Fredi Knighten,QB,23,683,405,59.3,16,43,5112,12.62,222.26,266.0,1123.0,4.22,16.0,46.79
Gabe Lawson,QB,5,9,2,22.22,0,0,16,8.0,3.2,0.0,0.0,0.0,0.0,0.0
Gage Gubrud,QB,24,992,647,65.22,26,74,8502,13.14,354.25,134.0,606.0,4.52,5.0,43.29
Gage Moloney,QB,6,13,7,53.85,0,1,86,12.29,14.33,0.0,0.0,0.0,0.0,0.0
Gardner Minshew,QB,17,506,293,57.91,11,24,3487,11.9,205.12,0.0,0.0,0.0,0.0,0.0
Gardner Minshew II,QB,13,662,468,70.69,9,38,4779,10.21,367.62,0.0,0.0,0.0,0.0,0.0
Garrett Gilbert,QB,10,504,335,66.47,7,21,3528,10.53,352.8,0.0,0.0,0.0,0.0,0.0
Garrett Grayson,QB,27,898,567,63.14,18,55,7702,13.58,285.26,0.0,0.0,0.0,0.0,0.0
Garrett Krstich,QB,10,181,99,54.7,7,2,855,8.64,85.5,0.0,0.0,0.0,0.0,0.0
Garrett Oakey,WR,13,3,2,66.67,0,0,38,19.0,2.92,0.0,0.0,0.0,0.0,0.0
Garrett Safron,QB,24,892,563,63.12,23,61,6779,12.04,282.46,262.0,1243.0,4.74,11.0,51.79
Garrett Shrader,QB,34,706,418,59.21,16,35,5322,12.73,156.53,286.0,1368.0,4.78,20.0,62.18
Garrett Smith,QB,18,512,294,57.42,18,26,3270,11.12,181.67,0.0,0.0,0.0,0.0,0.0
Gary Nova,QB,23,630,352,55.87,26,40,5010,14.23,217.83,0.0,0.0,0.0,0.0,0.0
Gaven DeFilippo,QB,11,346,198,57.23,10,20,2045,10.33,185.91,86.0,477.0,5.55,6.0,43.36
Gavin  Hardison,QB,7,199,108,54.27,5,5,1419,13.14,202.71,0.0,0.0,0.0,0.0,0.0
Gavin Hardison,QB,23,672,362,53.87,21,29,5261,14.53,228.74,0.0,0.0,0.0,0.0,0.0
Gavin Landry,WR,6,1,1,100.0,0,1,25,25.0,4.17,0.0,0.0,0.0,0.0,0.0
Gavin McCarney,QB,10,218,144,66.06,7,10,1661,11.53,166.1,101.0,627.0,6.21,3.0,62.7
Gavin Sharkey,WR,8,1,1,100.0,0,0,39,39.0,4.88,0.0,0.0,0.0,0.0,0.0
Geoff Wade,QB,10,255,154,60.39,12,16,1844,11.97,184.4,0.0,0.0,0.0,0.0,0.0
George Bollas,QB,11,182,88,48.35,12,4,1133,12.88,103.0,0.0,0.0,0.0,0.0,0.0
George Martin,QB,33,632,349,55.22,17,30,4138,11.86,125.39,0.0,0.0,0.0,0.0,0.0
Geremy Hickbottom,QB,35,846,495,58.51,22,41,5945,12.01,169.86,247.0,1168.0,4.73,14.0,53.09
Gerry Bohanon,QB,12,275,173,62.91,7,18,2205,12.75,183.75,0.0,0.0,0.0,0.0,0.0
Gevani McCoy,QB,11,297,203,68.35,7,27,2721,13.4,247.36,0.0,0.0,0.0,0.0,0.0
Gilbert Rivera,QB,19,342,176,51.46,15,9,1778,10.1,93.58,0.0,0.0,0.0,0.0,0.0
Glen Cuiellette,QB,21,472,217,45.97,16,18,2788,12.85,132.76,0.0,0.0,0.0,0.0,0.0
Glendon McDaniel,QB,21,297,180,60.61,7,14,2006,11.14,95.52,0.0,0.0,0.0,0.0,0.0
Graham Mertz,QB,32,762,450,59.06,26,38,5326,11.84,166.44,0.0,0.0,0.0,0.0,0.0
Grant Breneman,QB,41,852,504,59.15,24,31,5937,11.78,144.8,132.0,401.0,3.04,6.0,40.1
Grant Gunnell,QB,8,155,101,65.16,1,9,1239,12.27,154.88,0.0,0.0,0.0,0.0,0.0
Grant Hedrick,QB,27,657,461,70.17,19,39,5521,11.98,204.48,155.0,592.0,3.82,8.0,42.29
Grant Kraemer,QB,32,954,556,58.28,34,71,7693,13.84,240.41,0.0,0.0,0.0,0.0,0.0
Grant Loy,QB,12,204,115,56.37,11,6,1137,9.89,94.75,0.0,0.0,0.0,0.0,0.0
Grant Rohach,QB,7,191,110,57.59,7,8,1208,10.98,172.57,0.0,0.0,0.0,0.0,0.0
Grant Sergent,QB,9,3,3,100.0,0,1,50,16.67,5.56,0.0,0.0,0.0,0.0,0.0
Grant Wells,QB,34,1047,656,62.66,31,43,7794,11.88,229.24,0.0,0.0,0.0,0.0,0.0
Grayson James,QB,11,358,210,58.66,11,11,1969,9.38,179.0,0.0,0.0,0.0,0.0,0.0
Grayson McCall,QB,33,788,555,70.43,8,77,8061,14.52,244.27,111.0,569.0,5.13,7.0,51.73
Greg DePugh,QB,10,47,28,59.57,3,2,293,10.46,29.3,0.0,0.0,0.0,0.0,0.0
Greg Hankerson,QB,22,636,329,51.73,13,21,3770,11.46,171.36,291.0,963.0,3.31,9.0,43.77
Greg McGhee,QB,24,784,450,57.4,20,31,4767,10.59,198.62,322.0,1743.0,5.41,16.0,72.62
Greg Ward,QB,14,345,232,67.25,6,17,2828,12.19,202.0,198.0,1108.0,5.6,21.0,79.14
Greg Ward,WR,13,263,177,67.3,7,12,2010,11.36,154.62,118.0,573.0,4.86,6.0,44.08
Greg Ward Jr.,QB,12,469,319,68.02,13,22,3557,11.15,296.42,0.0,0.0,0.0,0.0,0.0
Greg Windham,QB,11,297,161,54.21,8,14,1895,11.77,172.27,0.0,0.0,0.0,0.0,0.0
Gresch Jensen,QB,16,500,306,61.2,16,25,3822,12.49,238.88,0.0,0.0,0.0,0.0,0.0
Greyson Lambert,QB,21,517,316,61.12,13,22,3591,11.36,171.0,0.0,0.0,0.0,0.0,0.0
Griffin O'Connor,QB,8,30,16,53.33,0,0,197,12.31,24.62,0.0,0.0,0.0,0.0,0.0
Gunnar Holmberg,QB,11,324,217,66.98,8,7,2358,10.87,214.36,0.0,0.0,0.0,0.0,0.0
Gunnar Leyendecker,QB,9,1,1,100.0,0,1,74,74.0,8.22,0.0,0.0,0.0,0.0,0.0
Gunnar Watson,QB,30,864,557,64.47,23,38,6572,11.8,219.07,0.0,0.0,0.0,0.0,0.0
Gunner Kiel,QB,23,706,439,62.18,24,50,6031,13.74,262.22,0.0,0.0,0.0,0.0,0.0
Gunner Talkington,QB,40,397,245,61.71,10,26,2750,11.22,68.75,0.0,0.0,0.0,0.0,0.0
Gunther Johnson,QB,22,504,276,54.76,10,21,3246,11.76,147.55,0.0,0.0,0.0,0.0,0.0
Gus Ragland,QB,28,818,491,60.02,13,53,6116,12.46,218.43,0.0,0.0,0.0,0.0,0.0
Haaziq Daniels,QB,12,104,52,50.0,3,7,1184,22.77,98.67,292.0,1426.0,4.88,19.0,57.04
Hajj-Malik Williams,QB,25,648,380,58.64,19,32,4905,12.91,196.2,205.0,873.0,4.26,13.0,58.2
Hamp Sisson,QB,17,256,140,54.69,12,15,1896,13.54,111.53,0.0,0.0,0.0,0.0,0.0
Hank Bachmeier,QB,25,776,485,62.5,16,35,6108,12.59,244.32,0.0,0.0,0.0,0.0,0.0
Harris Roberts,QB,21,122,84,68.85,2,11,1202,14.31,57.24,0.0,0.0,0.0,0.0,0.0
Harrison Frost,QB,11,8,6,75.0,1,2,101,16.83,9.18,0.0,0.0,0.0,0.0,0.0
Harry Woodbery,QB,27,654,343,52.45,19,26,3636,10.6,134.67,0.0,0.0,0.0,0.0,0.0
Hasaan Klugh,QB,22,503,253,50.3,16,20,2880,11.38,130.91,137.0,532.0,3.88,9.0,48.36
Hayden Alford,QB,23,69,32,46.38,6,2,403,12.59,17.52,0.0,0.0,0.0,0.0,0.0
Hayden Hildebrand,QB,35,907,575,63.4,23,60,7887,13.72,225.34,0.0,0.0,0.0,0.0,0.0
Hayden Moore,QB,28,904,518,57.3,27,40,6191,11.95,221.11,0.0,0.0,0.0,0.0,0.0
Hayden Wolff,QB,22,666,393,59.01,13,28,4841,12.32,220.05,0.0,0.0,0.0,0.0,0.0
Haynes King,QB,6,187,104,55.61,6,7,1220,11.73,203.33,0.0,0.0,0.0,0.0,0.0
Hendon Hooker,QB,43,944,632,66.95,12,80,8974,14.2,208.7,286.0,1236.0,4.32,14.0,58.86
Henry Colombi,QB,13,315,205,65.08,9,13,2356,11.49,181.23,0.0,0.0,0.0,0.0,0.0
Henry Furman,QB,9,212,138,65.09,4,10,1466,10.62,162.89,0.0,0.0,0.0,0.0,0.0
Heys McMath,QB,17,372,215,57.8,15,16,2476,11.52,145.65,0.0,0.0,0.0,0.0,0.0
Hollis Mathis,QB,11,154,69,44.81,3,4,976,14.14,88.73,141.0,546.0,3.87,8.0,49.64
Holton Ahlers,QB,55,1857,1127,60.69,37,97,13927,12.36,253.22,119.0,592.0,4.97,6.0,59.2
Homer Causey,QB,20,256,133,51.95,10,5,1572,11.82,78.6,149.0,679.0,4.56,6.0,61.73
Hunter Burton,WR,11,3,2,66.67,0,2,65,32.5,5.91,0.0,0.0,0.0,0.0,0.0
Hunter Dekkers,QB,12,457,302,66.08,14,19,3044,10.08,253.67,0.0,0.0,0.0,0.0,0.0
Hunter Hays,QB,9,169,92,54.44,7,6,1066,11.59,118.44,0.0,0.0,0.0,0.0,0.0
Hunter Raquet,QB,3,32,17,53.12,0,2,188,11.06,62.67,0.0,0.0,0.0,0.0,0.0
Hunter Rodrigues,QB,5,119,78,65.55,4,8,931,11.94,186.2,0.0,0.0,0.0,0.0,0.0
Hunter Stephenson,P,6,2,1,50.0,0,0,15,15.0,2.5,0.0,0.0,0.0,0.0,0.0
Hunter Wells,QB,21,494,280,56.68,14,27,3747,13.38,178.43,0.0,0.0,0.0,0.0,0.0
Hutson Mason,QB,13,277,188,67.87,4,21,2168,11.53,166.77,0.0,0.0,0.0,0.0,0.0
Ian Book,QB,37,1066,682,63.98,16,68,8492,12.45,229.51,228.0,1031.0,4.52,13.0,41.24
Ian Corwin,QB,20,535,281,52.52,22,30,3449,12.27,172.45,0.0,0.0,0.0,0.0,0.0
Ikaika Woolsey,QB,13,416,210,50.48,13,13,2538,12.09,195.23,0.0,0.0,0.0,0.0,0.0
Isaac Harker,QB,19,484,273,56.4,14,22,3243,11.88,170.68,0.0,0.0,0.0,0.0,0.0
Isaiah  Scott,WR,11,1,1,100.0,0,1,37,37.0,3.36,0.0,0.0,0.0,0.0,0.0
Isaiah Green,QB,30,798,452,56.64,23,32,5813,12.86,193.77,0.0,0.0,0.0,0.0,0.0
Isaiah Kempf,QB,7,191,109,57.07,6,6,1107,10.16,158.14,0.0,0.0,0.0,0.0,0.0
Isaiah Wilson,WR,11,2,2,100.0,0,0,43,21.5,3.91,0.0,0.0,0.0,0.0,0.0
J'Mar Smith,QB,37,1237,729,58.93,20,49,9111,12.5,246.24,0.0,0.0,0.0,0.0,0.0
J. McDANIELS,QB,19,320,165,51.56,13,8,1841,11.16,96.89,0.0,0.0,0.0,0.0,0.0
J. McMILLAN,QB,13,314,183,58.28,10,17,2444,13.36,188.0,169.0,745.0,4.41,12.0,57.31
J.D. Almond,QB,10,143,75,52.45,5,5,994,13.25,99.4,0.0,0.0,0.0,0.0,0.0
J.D. Sprague,QB,10,202,98,48.51,5,3,1236,12.61,123.6,0.0,0.0,0.0,0.0,0.0
J.J. McCarthy,QB,14,322,208,64.6,5,22,2719,13.07,194.21,0.0,0.0,0.0,0.0,0.0
J.P. Caruso,QB,10,142,71,50.0,5,8,755,10.63,75.5,0.0,0.0,0.0,0.0,0.0
J.T. Barrett,QB,39,1064,676,63.53,26,93,8442,12.49,216.46,656.0,3263.0,4.97,43.0,65.26
J.T. Shrout,QB,9,203,90,44.33,8,7,1220,13.56,135.56,0.0,0.0,0.0,0.0,0.0
J.W. Walsh,QB,8,190,113,59.47,5,9,1333,11.8,166.62,0.0,0.0,0.0,0.0,0.0
JT Daniels,QB,25,809,496,61.31,21,37,6010,12.12,240.4,0.0,0.0,0.0,0.0,0.0
Jaaron Hayek,WR,12,1,1,100.0,0,1,68,68.0,5.67,0.0,0.0,0.0,0.0,0.0
Jack  Abraham,QB,27,859,595,69.27,29,41,7067,11.88,261.74,0.0,0.0,0.0,0.0,0.0
Jack Chambers,QB,26,889,509,57.26,27,38,5515,10.83,212.12,297.0,1224.0,4.12,14.0,47.08
Jack Coan,QB,27,725,489,67.45,12,43,5877,12.02,217.67,0.0,0.0,0.0,0.0,0.0
Jack Cook,QB,32,870,532,61.15,14,67,7450,14.0,232.81,104.0,470.0,4.52,12.0,42.73
Jack Hardin,QB,7,3,1,33.33,1,0,6,6.0,0.86,0.0,0.0,0.0,0.0,0.0
Jack Heneghan,QB,20,707,432,61.1,20,28,4861,11.25,243.05,0.0,0.0,0.0,0.0,0.0
Jack Plummer,QB,24,816,514,62.99,19,40,5636,10.96,234.83,0.0,0.0,0.0,0.0,0.0
Jack Salopek,QB,7,212,104,49.06,11,7,1285,12.36,183.57,0.0,0.0,0.0,0.0,0.0
Jack Zergiotis,QB,10,260,150,57.69,11,9,1782,11.88,178.2,0.0,0.0,0.0,0.0,0.0
Jackson Beerman,WR,7,1,1,100.0,0,1,63,63.0,9.0,0.0,0.0,0.0,0.0,0.0
Jacob Dolegela,QB,44,1136,654,57.57,29,48,8129,12.43,184.75,0.0,0.0,0.0,0.0,0.0
Jacob Eason,QB,26,775,464,59.87,16,39,5562,11.99,213.92,0.0,0.0,0.0,0.0,0.0
Jacob Free,QB,6,152,88,57.89,5,6,1051,11.94,175.17,0.0,0.0,0.0,0.0,0.0
Jacob Hallenbeck,QB,10,47,21,44.68,5,1,336,16.0,33.6,0.0,0.0,0.0,0.0,0.0
Jacob Huesman,QB,39,848,576,67.92,23,51,6485,11.26,166.28,593.0,3147.0,5.31,36.0,80.69
Jacob Knipp,QB,22,666,402,60.36,22,29,4838,12.03,219.91,0.0,0.0,0.0,0.0,0.0
Jacob Park,QB,14,388,233,60.05,10,21,2972,12.76,212.29,0.0,0.0,0.0,0.0,0.0
Jacoby Brissett,QB,26,765,458,59.87,11,43,5268,11.5,202.62,124.0,529.0,4.27,3.0,40.69
Jaden Johnson,QB,8,181,96,53.04,6,3,1028,10.71,128.5,0.0,0.0,0.0,0.0,0.0
Jadrian Clark,QB,23,745,425,57.05,25,33,4908,11.55,213.39,0.0,0.0,0.0,0.0,0.0
Jajuan Lawson,QB,11,176,105,59.66,4,7,1198,11.41,108.91,0.0,0.0,0.0,0.0,0.0
Jake Bentley,QB,47,1399,899,64.26,44,77,10743,11.95,228.57,0.0,0.0,0.0,0.0,0.0
Jake Blumrick,QB,18,527,309,58.63,14,17,3251,10.52,180.61,0.0,0.0,0.0,0.0,0.0
Jake Browning,QB,53,1483,958,64.6,34,94,12296,12.84,232.0,0.0,0.0,0.0,0.0,0.0
Jake Coker,QB,15,393,263,66.92,8,21,3110,11.83,207.33,0.0,0.0,0.0,0.0,0.0
Jake Constantine,QB,32,891,544,61.05,29,41,6050,11.12,189.06,0.0,0.0,0.0,0.0,0.0
Jake Dunniway,QB,25,602,367,60.96,20,31,4993,13.6,199.72,0.0,0.0,0.0,0.0,0.0
Jake Fromm,QB,43,982,621,63.24,18,78,8224,13.24,191.26,0.0,0.0,0.0,0.0,0.0
Jake Haener,QB,29,1072,731,68.19,17,67,9013,12.33,310.79,0.0,0.0,0.0,0.0,0.0
Jake Heaps,QB,11,261,128,49.04,10,8,1414,11.05,128.55,0.0,0.0,0.0,0.0,0.0
Jake Jatis,QB,10,21,14,66.67,0,1,128,9.14,12.8,0.0,0.0,0.0,0.0,0.0
Jake Kolbe,QB,34,698,415,59.46,19,36,5105,12.3,150.15,0.0,0.0,0.0,0.0,0.0
Jake Luton,QB,19,582,362,62.2,7,38,4374,12.08,230.21,0.0,0.0,0.0,0.0,0.0
Jake Maier,QB,36,1495,992,66.35,33,88,11163,11.25,310.08,0.0,0.0,0.0,0.0,0.0
Jake McKenzie,QB,10,54,27,50.0,0,1,408,15.11,40.8,95.0,434.0,4.57,1.0,43.4
Jake Melville,QB,24,619,334,53.96,11,27,4580,13.71,190.83,317.0,1885.0,5.95,18.0,78.54
Jake Rudock,QB,38,1080,666,61.67,27,54,7836,11.77,206.21,0.0,0.0,0.0,0.0,0.0
Jake Smith,QB,19,449,264,58.8,18,24,3387,12.83,178.26,0.0,0.0,0.0,0.0,0.0
Jake Waters,QB,26,657,421,64.08,16,40,5970,14.18,229.62,154.0,484.0,3.14,9.0,37.23
Jalani Eason,QB,25,336,194,57.74,9,14,2232,11.51,89.28,51.0,165.0,3.24,2.0,55.0
Jalen Coker,WR,12,1,1,100.0,0,1,36,36.0,3.0,0.0,0.0,0.0,0.0,0.0
Jalen Dummett,QB,15,117,69,58.97,7,4,726,10.52,48.4,76.0,200.0,2.63,2.0,33.33
Jalen Fowler,QB,20,455,268,58.9,14,25,3570,13.32,178.5,0.0,0.0,0.0,0.0,0.0
Jalen Greene,QB,9,73,30,41.1,0,2,436,14.53,48.44,0.0,0.0,0.0,0.0,0.0
Jalen Hamler,QB,14,162,93,57.41,8,15,1519,16.33,108.5,194.0,522.0,2.69,9.0,47.45
Jalen Hurts,QB,43,976,631,64.65,18,72,8712,13.81,202.6,578.0,3107.0,5.38,41.0,72.26
Jalen Mason,WR,10,2,2,100.0,0,0,43,21.5,4.3,0.0,0.0,0.0,0.0,0.0
Jalen Mayden,QB,13,237,141,59.49,10,12,2030,14.4,156.15,0.0,0.0,0.0,0.0,0.0
Jalen Morton,QB,11,327,170,51.99,12,18,2344,13.79,213.09,204.0,1324.0,6.49,16.0,69.68
Jalen Whitlow,QB,35,784,454,57.91,26,30,5017,11.05,143.34,379.0,1761.0,4.65,20.0,50.31
Jalon Daniels,QB,16,382,228,59.69,8,19,2732,11.98,170.75,0.0,0.0,0.0,0.0,0.0
Jalon Jones,QB,11,321,188,58.57,7,14,2275,12.1,206.82,131.0,568.0,4.34,5.0,51.64
Jamal Hill,WR,11,3,1,33.33,0,1,64,64.0,5.82,0.0,0.0,0.0,0.0,0.0
Jamal Small,QB,11,150,71,47.33,4,8,904,12.73,82.18,0.0,0.0,0.0,0.0,0.0
Jameill Showers,QB,20,474,266,56.12,10,23,3121,11.73,156.05,0.0,0.0,0.0,0.0,0.0
Jameis Winston,QB,27,851,562,66.04,28,65,7964,14.17,294.96,0.0,0.0,0.0,0.0,0.0
James Blackman,QB,42,1119,689,61.57,29,58,8384,12.17,199.62,0.0,0.0,0.0,0.0,0.0
James Caparell,QB,10,149,69,46.31,9,3,745,10.8,74.5,0.0,0.0,0.0,0.0,0.0
James Collins,WR,11,1,1,100.0,0,0,40,40.0,3.64,0.0,0.0,0.0,0.0,0.0
James Franklin,QB,11,319,198,62.07,6,19,2429,12.27,220.82,122.0,510.0,4.18,4.0,46.36
James Graham,QB,11,193,87,45.08,7,12,1164,13.38,105.82,0.0,0.0,0.0,0.0,0.0
James Knapke,QB,14,483,280,57.97,12,15,3173,11.33,226.64,0.0,0.0,0.0,0.0,0.0
James Morgan,QB,44,1221,699,57.25,34,65,8629,12.34,196.11,0.0,0.0,0.0,0.0,0.0
James Smith,QB,9,11,9,81.82,1,0,72,8.0,8.0,0.0,0.0,0.0,0.0,0.0
James Tabary,QB,33,1016,587,57.78,22,56,7123,12.13,215.85,0.0,0.0,0.0,0.0,0.0
Jameson Wang,QB,10,262,150,57.25,8,14,1650,11.0,165.0,133.0,557.0,4.19,8.0,55.7
Jamie Newman,QB,18,502,304,60.56,15,35,3951,13.0,219.5,180.0,574.0,3.19,6.0,47.83
Jaquez Johnson,QB,32,812,460,56.65,20,38,5678,12.34,177.44,292.0,1275.0,4.37,17.0,57.95
Jared Davis,QB,20,307,165,53.75,12,13,1705,10.33,85.25,0.0,0.0,0.0,0.0,0.0
Jared Gerbino,QB,10,102,70,68.63,2,9,940,13.43,94.0,0.0,0.0,0.0,0.0,0.0
Jared Gerbino,WR,8,21,12,57.14,1,4,159,13.25,19.88,201.0,1128.0,5.61,15.0,66.35
Jared Goff,QB,37,1568,977,62.31,30,96,12200,12.49,329.73,0.0,0.0,0.0,0.0,0.0
Jared Johnson,QB,30,745,428,57.45,14,39,5270,12.31,175.67,316.0,1469.0,4.65,11.0,48.97
Jared LEWIS,QB,5,84,43,51.19,5,7,509,11.84,101.8,84.0,228.0,2.71,3.0,45.6
Jared Lewis,QB,10,204,105,51.47,4,20,1364,12.99,136.4,0.0,0.0,0.0,0.0,0.0
Jared McClain,QB,24,400,234,58.5,17,18,2668,11.4,111.17,242.0,975.0,4.03,15.0,40.62
Jared Pilson,WR,9,14,10,71.43,0,2,167,16.7,18.56,0.0,0.0,0.0,0.0,0.0
Jaren Hall,QB,22,672,437,65.03,11,51,5754,13.17,261.55,0.0,0.0,0.0,0.0,0.0
Jarod Neal,QB,35,883,532,60.25,27,53,6526,12.27,186.46,0.0,0.0,0.0,0.0,0.0
Jarrad Hayes,QB,9,186,113,60.75,4,6,1047,9.27,116.33,0.0,0.0,0.0,0.0,0.0
Jarren Williams,QB,12,276,169,61.23,7,19,2187,12.94,182.25,0.0,0.0,0.0,0.0,0.0
Jarret Doege,QB,42,1368,873,63.82,31,72,9676,11.08,230.38,0.0,0.0,0.0,0.0,0.0
Jarrett Guarantano,QB,32,669,408,60.99,15,34,5177,12.69,161.78,0.0,0.0,0.0,0.0,0.0
Jarrett Stidham,QB,37,848,545,64.27,13,48,7217,13.24,195.05,0.0,0.0,0.0,0.0,0.0
