Player,Position,Games Played,Receptions,Reception Yds,Reception Yds Per Attempt,Reception TD,Reception Yds Per Game,Rush,Rush Yds,Rush Yds Per Attempt,Rush TD,Rush Yds Per Game
Ryan Miller,TE,31,130,1765,13.58,25,56.94,0.0,0.0,0.0,0.0,0.0
Ryan Mitchell,WR,34,114,1816,15.93,13,53.41,0.0,0.0,0.0,0.0,0.0
Ryan O'Keefe,WR,36,177,1928,10.89,15,53.56,0.0,0.0,0.0,0.0,0.0
Ryan Skibinski,WR,21,88,1334,15.16,12,63.52,0.0,0.0,0.0,0.0,0.0
Ryan Smith,WR,14,54,703,13.02,5,50.21,0.0,0.0,0.0,0.0,0.0
Ryan Switzer,WR,53,244,2912,11.93,19,54.94,0.0,0.0,0.0,0.0,0.0
Ryan Timmons,WR,23,77,874,11.35,4,38.0,0.0,0.0,0.0,0.0,0.0
Ryheem Malone,WR,11,44,676,15.36,4,61.45,0.0,0.0,0.0,0.0,0.0
Sabastian Smith,WR,26,119,1670,14.03,11,64.23,0.0,0.0,0.0,0.0,0.0
Sage Surratt,WR,22,107,1582,14.79,15,71.91,0.0,0.0,0.0,0.0,0.0
Sam Ajala,WR,27,155,2662,17.17,17,98.59,0.0,0.0,0.0,0.0,0.0
Sam Craft,WR,12,31,337,10.87,1,28.08,0.0,0.0,0.0,0.0,0.0
Sam Crawford Jr.,WR,21,87,1151,13.23,6,54.81,0.0,0.0,0.0,0.0,0.0
Sam Harris,WR,12,41,570,13.9,2,47.5,0.0,0.0,0.0,0.0,0.0
Sam Hoekstra,WR,11,48,771,16.06,6,70.09,0.0,0.0,0.0,0.0,0.0
Sam James,WR,24,115,1422,12.37,8,59.25,0.0,0.0,0.0,0.0,0.0
Sam LaPorta,TE,26,111,1327,11.95,4,51.04,0.0,0.0,0.0,0.0,0.0
Sam Phillips,WR,11,44,661,15.02,2,60.09,0.0,0.0,0.0,0.0,0.0
Sam Pinckney,WR,23,118,1811,15.35,10,78.74,0.0,0.0,0.0,0.0,0.0
Sam Schnee,WR,11,48,764,15.92,3,69.45,0.0,0.0,0.0,0.0,0.0
Sam Wiglusz,WR,14,73,877,12.01,11,62.64,0.0,0.0,0.0,0.0,0.0
Samajie Grant,WR,26,92,1091,11.86,7,41.96,0.0,0.0,0.0,0.0,0.0
Sammie Coates,WR,26,76,1643,21.62,11,63.19,0.0,0.0,0.0,0.0,0.0
Sammy Watkins,WR,13,101,1464,14.5,12,112.62,0.0,0.0,0.0,0.0,0.0
Samori Toure,WR,37,164,2946,17.96,23,79.62,0.0,0.0,0.0,0.0,0.0
Samuel Akem,WR,24,108,1568,14.52,20,65.33,0.0,0.0,0.0,0.0,0.0
Samuel Patterson,WR,12,38,646,17.0,8,53.83,0.0,0.0,0.0,0.0,0.0
Saquon Barkley,RB,13,54,632,11.7,3,48.62,671.0,3843.0,5.73,43.0,101.13
Scooter Hollis,WR,10,51,515,10.1,1,51.5,0.0,0.0,0.0,0.0,0.0
Scott Benzing,WR,12,18,311,17.28,3,25.92,0.0,0.0,0.0,0.0,0.0
Scott Harding,WR,12,56,631,11.27,1,52.58,0.0,0.0,0.0,0.0,0.0
Scott Miller,WR,35,208,2838,13.64,23,81.09,0.0,0.0,0.0,0.0,0.0
Scott Orndoff,TE,13,35,579,16.54,5,44.54,0.0,0.0,0.0,0.0,0.0
Scotty Washington,WR,21,80,1318,16.48,10,62.76,0.0,0.0,0.0,0.0,0.0
Sean Ballard,WR,23,65,1080,16.62,6,46.96,0.0,0.0,0.0,0.0,0.0
Sean Dykes,TE,23,95,1238,13.03,14,53.83,0.0,0.0,0.0,0.0,0.0
Sean Fitzgerald,WR,12,32,471,14.72,5,39.25,0.0,0.0,0.0,0.0,0.0
Sean Modster,WR,13,68,978,14.38,8,75.23,0.0,0.0,0.0,0.0,0.0
Sean Riley,WR,13,64,756,11.81,3,58.15,0.0,0.0,0.0,0.0,0.0
Sergio Bailey II,WR,25,114,1746,15.32,16,69.84,0.0,0.0,0.0,0.0,0.0
Sergio Fernandez-Soto,WR,8,30,385,12.83,2,48.12,0.0,0.0,0.0,0.0,0.0
Sergio Morancy,WR,11,26,510,19.62,6,46.36,0.0,0.0,0.0,0.0,0.0
Seth Anderson,WR,10,42,612,14.57,7,61.2,0.0,0.0,0.0,0.0,0.0
Seth Dawkins,WR,12,42,642,15.29,4,53.5,0.0,0.0,0.0,0.0,0.0
Seth DeValve,WR,9,49,527,10.76,4,58.56,0.0,0.0,0.0,0.0,0.0
Seth Williams,WR,23,106,1590,15.0,12,69.13,0.0,0.0,0.0,0.0,0.0
Seydou Traore,TE,12,50,655,13.1,4,54.58,0.0,0.0,0.0,0.0,0.0
Shae Wyatt,WR,14,35,692,19.77,7,49.43,0.0,0.0,0.0,0.0,0.0
Shaedon Meadors,WR,13,45,716,15.91,2,55.08,0.0,0.0,0.0,0.0,0.0
Shakeir Ryan,WR,12,42,338,8.05,3,28.17,0.0,0.0,0.0,0.0,0.0
Shakim Phillips,WR,8,28,406,14.5,3,50.75,0.0,0.0,0.0,0.0,0.0
Shamar Jackson,WR,24,97,1320,13.61,5,55.0,0.0,0.0,0.0,0.0,0.0
Shameen Jones,WR,9,34,378,11.12,3,42.0,0.0,0.0,0.0,0.0,0.0
Shane Harrison,WR,23,120,1497,12.48,9,65.09,0.0,0.0,0.0,0.0,0.0
Shane Hooks,WR,13,66,775,11.74,10,59.62,0.0,0.0,0.0,0.0,0.0
Shane Leatherbury,WR,24,119,1552,13.04,19,64.67,0.0,0.0,0.0,0.0,0.0
Shane Savage,WR,9,39,302,7.74,2,33.56,0.0,0.0,0.0,0.0,0.0
Shane Williams-Rhodes,WR,25,145,1287,8.88,13,51.48,0.0,0.0,0.0,0.0,0.0
Shane Wynn,WR,24,102,1341,13.15,14,55.88,0.0,0.0,0.0,0.0,0.0
Shaq Hill,WR,14,77,1157,15.03,17,82.64,0.0,0.0,0.0,0.0,0.0
Shaq Roland,WR,10,25,455,18.2,5,45.5,0.0,0.0,0.0,0.0,0.0
Shaq Washington,WR,39,234,2526,10.79,11,64.77,0.0,0.0,0.0,0.0,0.0
Shaquan DAVIS,WR,21,81,1722,21.26,17,82.0,0.0,0.0,0.0,0.0,0.0
Shaquelle Evans,WR,13,47,709,15.09,9,54.54,0.0,0.0,0.0,0.0,0.0
Shaquille Hill,WR,26,90,1546,17.18,14,59.46,0.0,0.0,0.0,0.0,0.0
Shaun Joplin,WR,14,54,908,16.81,3,64.86,0.0,0.0,0.0,0.0,0.0
Shavarez Smith,WR,25,104,1688,16.23,14,67.52,0.0,0.0,0.0,0.0,0.0
Shawn Harris Jr.,WR,11,31,586,18.9,3,53.27,0.0,0.0,0.0,0.0,0.0
Shawn Poindexter,WR,12,42,759,18.07,11,63.25,0.0,0.0,0.0,0.0,0.0
Shay Fields,WR,38,144,2104,14.61,17,55.37,0.0,0.0,0.0,0.0,0.0
Shaydon Kehano,WR,12,82,976,11.9,8,81.33,0.0,0.0,0.0,0.0,0.0
Shelton Gibson,WR,26,80,1838,22.98,17,70.69,0.0,0.0,0.0,0.0,0.0
Shemar Thornton,WR,13,51,668,13.1,5,51.38,0.0,0.0,0.0,0.0,0.0
Shi Smith,WR,21,102,1306,12.8,8,62.19,0.0,0.0,0.0,0.0,0.0
Shocky Jacques-Louis,WR,12,74,931,12.58,2,77.58,0.0,0.0,0.0,0.0,0.0
Shun Brown,WR,25,107,1228,11.48,12,49.12,0.0,0.0,0.0,0.0,0.0
Siaosi Mariner,WR,13,63,987,15.67,10,75.92,0.0,0.0,0.0,0.0,0.0
Simi Fehoko,WR,18,61,1140,18.69,9,63.33,0.0,0.0,0.0,0.0,0.0
Simmie Cobbs,WR,25,132,1876,14.21,12,75.04,0.0,0.0,0.0,0.0,0.0
Simon Heyward,WR,12,36,572,15.89,3,47.67,0.0,0.0,0.0,0.0,0.0
Skyler Ridley,WR,13,39,469,12.03,2,36.08,0.0,0.0,0.0,0.0,0.0
Skyy Moore,WR,30,171,2482,14.51,15,82.73,0.0,0.0,0.0,0.0,0.0
Smoke Harris,WR,24,136,1391,10.23,11,57.96,0.0,0.0,0.0,0.0,0.0
Solomon Davis,WR,12,43,748,17.4,4,62.33,0.0,0.0,0.0,0.0,0.0
Solomon Patton,WR,12,44,556,12.64,6,46.33,0.0,0.0,0.0,0.0,0.0
Spearman Robinson,WR,23,94,1370,14.57,15,59.57,0.0,0.0,0.0,0.0,0.0
Spencer Davis,WR,24,70,766,10.94,6,31.92,0.0,0.0,0.0,0.0,0.0
Spencer Harris,WR,12,39,328,8.41,1,27.33,0.0,0.0,0.0,0.0,0.0
Spencer Kulcsar,RB,10,83,889,10.71,4,88.9,110.0,433.0,3.94,3.0,48.11
Spencer Schnell,WR,22,116,1551,13.37,13,70.5,0.0,0.0,0.0,0.0,0.0
Spencer Wilkins,WR,21,85,1191,14.01,6,56.71,0.0,0.0,0.0,0.0,0.0
Stacey Smith,WR,13,37,493,13.32,4,37.92,0.0,0.0,0.0,0.0,0.0
Stacy Chukwumezie,WR,17,66,1233,18.68,9,72.53,0.0,0.0,0.0,0.0,0.0
Stacy Coley,WR,36,144,2038,14.15,20,56.61,0.0,0.0,0.0,0.0,0.0
Stanley Berryhill III,WR,12,83,744,8.96,1,62.0,0.0,0.0,0.0,0.0,0.0
Stanley Morgan Jr.,WR,23,131,1990,15.19,17,86.52,0.0,0.0,0.0,0.0,0.0
Steffon Hill,WR,11,44,644,14.64,5,58.55,0.0,0.0,0.0,0.0,0.0
Stefon Diggs,WR,17,96,1379,14.36,8,81.12,0.0,0.0,0.0,0.0,0.0
Stephen Anderson,TE,10,46,661,14.37,5,66.1,0.0,0.0,0.0,0.0,0.0
Stephen Barnette,WR,12,77,1197,15.55,5,99.75,0.0,0.0,0.0,0.0,0.0
Stephen Carlson,WR,20,122,1618,13.26,16,80.9,0.0,0.0,0.0,0.0,0.0
Stephen Dennis,WR,23,88,1179,13.4,8,51.26,0.0,0.0,0.0,0.0,0.0
Stephen Houzah,WR,11,30,504,16.8,4,45.82,0.0,0.0,0.0,0.0,0.0
Stephen Louis,WR,24,72,1261,17.51,4,52.54,0.0,0.0,0.0,0.0,0.0
Stephen Miller,WR,22,101,1593,15.77,8,72.41,0.0,0.0,0.0,0.0,0.0
Stephon Robinson,WR,23,91,1352,14.86,10,58.78,0.0,0.0,0.0,0.0,0.0
Sterling Griffin,WR,12,33,357,10.82,2,29.75,0.0,0.0,0.0,0.0,0.0
Sterling Shepard,WR,37,188,2861,15.22,23,77.32,0.0,0.0,0.0,0.0,0.0
Steve Farrell,WR,10,46,608,13.22,2,60.8,0.0,0.0,0.0,0.0,0.0
Steve Hull,WR,12,59,993,16.83,7,82.75,0.0,0.0,0.0,0.0,0.0
Steve Ishmael,WR,35,192,2476,12.9,15,70.74,0.0,0.0,0.0,0.0,0.0
Steve Jenkins,WR,12,46,694,15.09,4,57.83,0.0,0.0,0.0,0.0,0.0
Steven Burdette,WR,9,52,769,14.79,10,85.44,0.0,0.0,0.0,0.0,0.0
Steven Doran,WR,21,93,1710,18.39,20,81.43,0.0,0.0,0.0,0.0,0.0
Steven Dunbar,WR,25,129,1762,13.66,8,70.48,0.0,0.0,0.0,0.0,0.0
Steven McIntosh,WR,11,39,532,13.64,2,48.36,0.0,0.0,0.0,0.0,0.0
Steven Mitchell,WR,12,41,644,15.71,4,53.67,0.0,0.0,0.0,0.0,0.0
Steven Newbold,WR,34,134,2234,16.67,16,65.71,0.0,0.0,0.0,0.0,0.0
Steven Scheu,TE,12,39,525,13.46,4,43.75,0.0,0.0,0.0,0.0,0.0
Steven Sims Jr.,WR,24,131,1698,12.96,13,70.75,0.0,0.0,0.0,0.0,0.0
Stewart Hartman,WR,11,30,302,10.07,3,27.45,0.0,0.0,0.0,0.0,0.0
Storm Woods,RB,11,47,440,9.36,1,40.0,347.0,1734.0,5.0,12.0,54.19
T George,DB,9,44,548,12.45,2,60.89,0.0,0.0,0.0,0.0,0.0
T.J. Hockenson,TE,13,49,760,15.51,6,58.46,0.0,0.0,0.0,0.0,0.0
T.J. King,WR,12,25,356,14.24,2,29.67,0.0,0.0,0.0,0.0,0.0
T.J. Luther,WR,13,63,1166,18.51,8,89.69,0.0,0.0,0.0,0.0,0.0
T.J. Rahming,WR,50,253,2919,11.54,13,58.38,0.0,0.0,0.0,0.0,0.0
T.J. Simmons,WR,8,23,401,17.43,4,50.12,0.0,0.0,0.0,0.0,0.0
T.J. Vasher,WR,24,83,1232,14.84,13,51.33,0.0,0.0,0.0,0.0,0.0
TJ Jones,WR,13,70,1108,15.83,9,85.23,0.0,0.0,0.0,0.0,0.0
TJ Lowder,WR,12,24,307,12.79,3,25.58,0.0,0.0,0.0,0.0,0.0
Tabari Hines,WR,13,53,683,12.89,7,52.54,0.0,0.0,0.0,0.0,0.0
Tahj Washington,WR,37,147,2130,14.49,13,57.57,0.0,0.0,0.0,0.0,0.0
Taivon Jacobs,WR,12,47,553,11.77,5,46.08,0.0,0.0,0.0,0.0,0.0
Taj Harris,WR,22,98,1298,13.24,8,59.0,0.0,0.0,0.0,0.0,0.0
Taj Williams,WR,13,39,702,18.0,5,54.0,0.0,0.0,0.0,0.0,0.0
Tajae Sharpe,WR,36,257,3280,12.76,16,91.11,0.0,0.0,0.0,0.0,0.0
Takairee Kenebrew,WR,11,29,649,22.38,8,59.0,0.0,0.0,0.0,0.0,0.0
Talolo Limu-Jones,WR,30,142,2443,17.2,17,81.43,0.0,0.0,0.0,0.0,0.0
Talon Shumway,WR,13,43,561,13.05,4,43.15,0.0,0.0,0.0,0.0,0.0
Tamorrion Terry,WR,25,95,1932,20.34,17,77.28,0.0,0.0,0.0,0.0,0.0
Tamrick Pace,WR,31,147,2104,14.31,20,67.87,0.0,0.0,0.0,0.0,0.0
Tanner Bleskin,WR,12,64,969,15.14,3,80.75,0.0,0.0,0.0,0.0,0.0
Tanner Conner,WR,28,124,2211,17.83,15,78.96,0.0,0.0,0.0,0.0,0.0
Tanner Gentry,WR,33,148,2380,16.08,18,72.12,0.0,0.0,0.0,0.0,0.0
Tanner Knue,WR,18,72,1045,14.51,13,58.06,0.0,0.0,0.0,0.0,0.0
Tanner Kuramata,WR,22,123,1748,14.21,10,79.45,0.0,0.0,0.0,0.0,0.0
Tanner Napier,WR,23,92,1323,14.38,9,57.52,0.0,0.0,0.0,0.0,0.0
Tanner Riley,WR,12,42,397,9.45,1,33.08,0.0,0.0,0.0,0.0,0.0
Taquan Mizzell,RB,12,75,721,9.61,4,60.08,350.0,1611.0,4.6,9.0,67.12
Taquan West,WR,22,77,1166,15.14,11,53.0,0.0,0.0,0.0,0.0,0.0
Tarique Milton,WR,13,35,722,20.63,3,55.54,0.0,0.0,0.0,0.0,0.0
Taronn Selby,WR,11,35,521,14.89,2,47.36,0.0,0.0,0.0,0.0,0.0
Tauskie Dove,WR,13,38,576,15.16,0,44.31,0.0,0.0,0.0,0.0,0.0
Tavares Martin,WR,24,134,1559,11.63,16,64.96,0.0,0.0,0.0,0.0,0.0
Tavarese Maye,WR,8,42,370,8.81,1,46.25,0.0,0.0,0.0,0.0,0.0
Tavarres Jefferson,WR,13,46,611,13.28,5,47.0,0.0,0.0,0.0,0.0,0.0
Tavoris Doss,WR,12,32,418,13.06,3,34.83,0.0,0.0,0.0,0.0,0.0
Tay Martin,WR,26,123,1610,13.09,14,61.92,0.0,0.0,0.0,0.0,0.0
Tay Willis,WR,12,47,624,13.28,6,52.0,60.0,321.0,5.35,0.0,26.75
Taye Barber,WR,15,37,613,16.57,5,40.87,0.0,0.0,0.0,0.0,0.0
Taylor Barthelette,WR,11,47,763,16.23,8,69.36,0.0,0.0,0.0,0.0,0.0
Taylor Grimes,WR,26,170,2366,13.92,30,91.0,0.0,0.0,0.0,0.0,0.0
Taylor Morin,WR,36,122,1601,13.12,17,44.47,0.0,0.0,0.0,0.0,0.0
Taysir Mack,WR,24,88,1293,14.69,4,53.88,0.0,0.0,0.0,0.0,0.0
Tayvion Robinson,WR,23,82,1151,14.04,7,50.04,0.0,0.0,0.0,0.0,0.0
Taywan Taylor,WR,41,229,3964,17.31,41,96.68,0.0,0.0,0.0,0.0,0.0
Te'Vailance Hunt,WR,11,51,740,14.51,6,67.27,0.0,0.0,0.0,0.0,0.0
Tebucky Jones,WR,27,163,2356,14.45,17,87.26,0.0,0.0,0.0,0.0,0.0
Ted Bolser,TE,12,35,320,9.14,6,26.67,0.0,0.0,0.0,0.0,0.0
Teddy Ruben,WR,12,63,879,13.95,9,73.25,0.0,0.0,0.0,0.0,0.0
Teddy Veal,WR,37,192,2310,12.03,13,62.43,0.0,0.0,0.0,0.0,0.0
Tee Higgins,WR,30,118,2103,17.82,25,70.1,0.0,0.0,0.0,0.0,0.0
Teldrick Morgan,WR,11,75,903,12.04,7,82.09,0.0,0.0,0.0,0.0,0.0
Tellef Lundevall,WR,10,61,745,12.21,4,74.5,0.0,0.0,0.0,0.0,0.0
Telvin Brown,WR,14,34,441,12.97,2,31.5,0.0,0.0,0.0,0.0,0.0
Tenio Ayeni,WR,12,43,568,13.21,4,47.33,0.0,0.0,0.0,0.0,0.0
Teo Redding,WR,11,45,624,13.87,8,56.73,0.0,0.0,0.0,0.0,0.0
Terell Smith,WR,10,53,920,17.36,8,92.0,0.0,0.0,0.0,0.0,0.0
Terez Traynor,WR,11,50,737,14.74,3,67.0,0.0,0.0,0.0,0.0,0.0
Terian Goree,WR,10,64,697,10.89,3,69.7,0.0,0.0,0.0,0.0,0.0
Terrace Marshall Jr.,WR,19,94,1402,14.91,23,73.79,0.0,0.0,0.0,0.0,0.0
Terrance Greene Jr.,WR,28,130,1962,15.09,19,70.07,0.0,0.0,0.0,0.0,0.0
Terrance Terry,WR,12,54,502,9.3,3,41.83,0.0,0.0,0.0,0.0,0.0
Terrell Jana,WR,24,110,1309,11.9,4,54.54,0.0,0.0,0.0,0.0,0.0
Terrell Vaughn,WR,13,56,624,11.14,5,48.0,0.0,0.0,0.0,0.0,0.0
Terren Encalade,WR,25,83,1457,17.55,9,58.28,0.0,0.0,0.0,0.0,0.0
Terrence Alls,WR,13,39,575,14.74,5,44.23,0.0,0.0,0.0,0.0,0.0
Terrence Miller,WR,13,40,467,11.68,1,35.92,0.0,0.0,0.0,0.0,0.0
Terry Godwin,WR,15,38,639,16.82,6,42.6,0.0,0.0,0.0,0.0,0.0
Terry McLaurin,WR,14,35,701,20.03,11,50.07,0.0,0.0,0.0,0.0,0.0
Terry Pettis,TE,13,29,612,21.1,4,47.08,0.0,0.0,0.0,0.0,0.0
Terry Williams,WR,23,125,1317,10.54,6,57.26,0.0,0.0,0.0,0.0,0.0
Terryon Robinson,WR,46,230,2839,12.34,19,61.72,0.0,0.0,0.0,0.0,0.0
Tetairoa McMillan,WR,12,39,702,18.0,8,58.5,0.0,0.0,0.0,0.0,0.0
Tevaun Smith,WR,38,99,1469,14.84,7,38.66,0.0,0.0,0.0,0.0,0.0
Tevin McKenzie,WR,11,50,539,10.78,1,49.0,0.0,0.0,0.0,0.0,0.0
Tevin Reese,WR,9,38,867,22.82,8,96.33,0.0,0.0,0.0,0.0,0.0
Tez Johnson,WR,25,123,1598,12.99,8,63.92,0.0,0.0,0.0,0.0,0.0
Thaddeus Moss,TE,14,47,570,12.13,4,40.71,0.0,0.0,0.0,0.0,0.0
Thayer Thomas,WR,37,150,1767,11.78,18,47.76,0.0,0.0,0.0,0.0,0.0
Theo Howard,WR,25,107,1271,11.88,8,50.84,0.0,0.0,0.0,0.0,0.0
Theo Wease,WR,11,37,530,14.32,4,48.18,0.0,0.0,0.0,0.0,0.0
Thomas Campbell-Clay,WR,7,28,403,14.39,4,57.57,0.0,0.0,0.0,0.0,0.0
Thomas Carter,WR,12,38,389,10.24,1,32.42,0.0,0.0,0.0,0.0,0.0
Thomas Duarte,TE,25,81,1412,17.43,14,56.48,0.0,0.0,0.0,0.0,0.0
Thomas Glover,WR,20,104,1341,12.89,10,67.05,0.0,0.0,0.0,0.0,0.0
Thomas Gordon,WR,35,130,2122,16.32,10,60.63,0.0,0.0,0.0,0.0,0.0
Thomas Greaney,TE,11,50,693,13.86,9,63.0,0.0,0.0,0.0,0.0,0.0
Thomas Hennigan,WR,53,213,2797,13.13,22,52.77,0.0,0.0,0.0,0.0,0.0
Thomas Martin,WR,12,28,352,12.57,0,29.33,0.0,0.0,0.0,0.0,0.0
Thomas Owens,WR,33,157,2177,13.87,21,65.97,0.0,0.0,0.0,0.0,0.0
Thomas Roberson,WR,8,27,363,13.44,4,45.38,0.0,0.0,0.0,0.0,0.0
Thomas Sperbeck,WR,40,219,3561,16.26,20,89.02,0.0,0.0,0.0,0.0,0.0
Thyrick Pitts,WR,43,170,2398,14.11,23,55.77,0.0,0.0,0.0,0.0,0.0
Tiger Bech,WR,10,40,596,14.9,2,59.6,0.0,0.0,0.0,0.0,0.0
Tim Crawley,WR,12,55,648,11.78,3,54.0,0.0,0.0,0.0,0.0,0.0
Tim Jones,WR,20,103,1382,13.42,7,69.1,0.0,0.0,0.0,0.0,0.0
Tim Patrick,WR,12,45,711,15.8,5,59.25,0.0,0.0,0.0,0.0,0.0
Tim Smith,WR,12,26,389,14.96,1,32.42,0.0,0.0,0.0,0.0,0.0
Tim White,WR,25,113,1346,11.91,10,53.84,0.0,0.0,0.0,0.0,0.0
Tim Wilson Jr.,WR,6,16,251,15.69,4,41.83,0.0,0.0,0.0,0.0,0.0
Timmy Hernandez,WR,12,58,661,11.4,3,55.08,0.0,0.0,0.0,0.0,0.0
Titus Davis,WR,21,121,2089,17.26,21,99.48,0.0,0.0,0.0,0.0,0.0
Tobi Antigha,WR,22,107,1293,12.08,6,58.77,0.0,0.0,0.0,0.0,0.0
Tobias Singleton,WR,11,30,476,15.87,2,43.27,0.0,0.0,0.0,0.0,0.0
Todd Gurley,RB,10,37,441,11.92,6,44.1,165.0,989.0,5.99,10.0,98.9
Tom Hemmingsen,WR,12,60,640,10.67,4,53.33,0.0,0.0,0.0,0.0,0.0
Tom Judge,WR,11,25,285,11.4,2,25.91,0.0,0.0,0.0,0.0,0.0
Tom Kennedy,WR,11,57,888,15.58,9,80.73,0.0,0.0,0.0,0.0,0.0
Tommy Hudson,WR,12,43,614,14.28,6,51.17,0.0,0.0,0.0,0.0,0.0
Tommy Shuler,WR,28,198,2303,11.63,19,82.25,0.0,0.0,0.0,0.0,0.0
Tommylee Lewis,WR,12,86,715,8.31,3,59.58,30.0,356.0,11.87,1.0,29.67
Tony Brown,WR,12,56,707,12.62,5,58.92,0.0,0.0,0.0,0.0,0.0
Tony Ellison,WR,13,37,598,16.16,5,46.0,0.0,0.0,0.0,0.0,0.0
Tony Gaiter IV,WR,13,50,622,12.44,4,47.85,0.0,0.0,0.0,0.0,0.0
Tony Jones,WR,12,55,630,11.45,4,52.5,0.0,0.0,0.0,0.0,0.0
Tony Lippett,DB,27,109,1811,16.61,13,67.07,0.0,0.0,0.0,0.0,0.0
Tony McCrea,WR,14,40,689,17.23,2,49.21,0.0,0.0,0.0,0.0,0.0
Tony Nicholson,WR,12,60,644,10.73,6,53.67,0.0,0.0,0.0,0.0,0.0
Tony Pierson,RB,7,24,333,13.88,1,47.57,0.0,0.0,0.0,0.0,0.0
Tony Poljan,TE,10,38,411,10.82,6,41.1,0.0,0.0,0.0,0.0,0.0
Tony Taibi,WR,11,22,475,21.59,4,43.18,0.0,0.0,0.0,0.0,0.0
Tony Tate,WR,17,99,987,9.97,5,58.06,0.0,0.0,0.0,0.0,0.0
Torrance Williams,WR,14,55,964,17.53,12,68.86,0.0,0.0,0.0,0.0,0.0
Tory Horton,WR,24,123,1790,14.55,13,74.58,0.0,0.0,0.0,0.0,0.0
Tracy Moore,WR,13,51,738,14.47,6,56.77,0.0,0.0,0.0,0.0,0.0
Trae Barry,TE,22,65,1037,15.95,2,47.14,0.0,0.0,0.0,0.0,0.0
Trae Hart,WR,10,42,511,12.17,2,51.1,0.0,0.0,0.0,0.0,0.0
Trae Heeter,RB,13,35,404,11.54,3,31.08,257.0,1370.0,5.33,13.0,105.38
Tramaine Thompson,WR,11,32,551,17.22,5,50.09,0.0,0.0,0.0,0.0,0.0
Travell Harris,WR,13,76,814,10.71,9,62.62,0.0,0.0,0.0,0.0,0.0
Travin Dural,WR,13,37,758,20.49,7,58.31,0.0,0.0,0.0,0.0,0.0
Travis Etienne,RB,12,48,588,12.25,2,49.0,686.0,4952.0,7.22,70.0,90.04
Travis Fulgham,WR,12,63,1083,17.19,9,90.25,0.0,0.0,0.0,0.0,0.0
Travis Jonsen,WR,14,55,580,10.55,1,41.43,82.0,526.0,6.41,8.0,37.57
Travis Labhart,WR,13,51,626,12.27,8,48.15,0.0,0.0,0.0,0.0,0.0
Travis Reynolds,WR,11,51,832,16.31,4,75.64,0.0,0.0,0.0,0.0,0.0
Travis Rudolph,WR,39,153,2311,15.1,18,59.26,0.0,0.0,0.0,0.0,0.0
Travis Toivonen,WR,12,48,684,14.25,7,57.0,0.0,0.0,0.0,0.0,0.0
Travis Van Leeuwen,WR,14,52,661,12.71,3,47.21,0.0,0.0,0.0,0.0,0.0
Travon Van,RB,14,63,730,11.59,5,52.14,189.0,1001.0,5.3,13.0,40.04
Tray Eafford,WR,11,34,394,11.59,3,35.82,0.0,0.0,0.0,0.0,0.0
Trayvon Rudolph,WR,14,51,892,17.49,7,63.71,0.0,0.0,0.0,0.0,0.0
Tre Harris,WR,24,105,1497,14.26,14,62.38,0.0,0.0,0.0,0.0,0.0
Tre Hartley,WR,11,33,572,17.33,4,52.0,0.0,0.0,0.0,0.0,0.0
Tre Lennon,WR,12,40,516,12.9,2,43.0,0.0,0.0,0.0,0.0,0.0
Tre McBride,WR,23,127,1610,12.68,9,70.0,0.0,0.0,0.0,0.0,0.0
Tre Mosley,WR,13,35,530,15.14,3,40.77,0.0,0.0,0.0,0.0,0.0
Tre Nixon,WR,26,89,1392,15.64,11,53.54,0.0,0.0,0.0,0.0,0.0
Tre Tucker,WR,12,52,671,12.9,3,55.92,0.0,0.0,0.0,0.0,0.0
Tre Turner,WR,11,40,675,16.88,3,61.36,0.0,0.0,0.0,0.0,0.0
Tre Walker,WR,27,163,2502,15.35,11,92.67,0.0,0.0,0.0,0.0,0.0
Tre Wolf,WR,6,31,464,14.97,2,77.33,0.0,0.0,0.0,0.0,0.0
Tre' Parmalee,WR,10,41,599,14.61,3,59.9,0.0,0.0,0.0,0.0,0.0
Tre'Quan Smith,WR,38,168,2748,16.36,22,72.32,0.0,0.0,0.0,0.0,0.0
Tre'Shaun Harrison,WR,12,52,604,11.62,4,50.33,0.0,0.0,0.0,0.0,0.0
Trea Shropshire,WR,25,68,1626,23.91,13,65.04,0.0,0.0,0.0,0.0,0.0
Tren'Davian Dickson,WR,11,46,796,17.3,6,72.36,0.0,0.0,0.0,0.0,0.0
Trent Bostick,WR,11,42,594,14.14,4,54.0,0.0,0.0,0.0,0.0,0.0
Trent Cowan,WR,12,48,624,13.0,4,52.0,0.0,0.0,0.0,0.0,0.0
Trent Riley,WR,11,55,647,11.76,5,58.82,0.0,0.0,0.0,0.0,0.0
Trent Sherfield,WR,24,101,1388,13.74,8,57.83,0.0,0.0,0.0,0.0,0.0
Trent Taylor,WR,41,299,3919,13.11,30,95.59,0.0,0.0,0.0,0.0,0.0
Trenton Irwin,WR,12,60,685,11.42,2,57.08,0.0,0.0,0.0,0.0,0.0
Tres Houston,WR,26,89,1300,14.61,14,50.0,0.0,0.0,0.0,0.0,0.0
Trevon Bradford,WR,24,98,1280,13.06,11,53.33,0.0,0.0,0.0,0.0,0.0
Trevon Brown,WR,24,134,2192,16.36,16,91.33,0.0,0.0,0.0,0.0,0.0
