Player,Position,Games Played,Rush,Rush Yds,Rush Yds Per Attempt,Rush TD,Receptions,Reception Yds,Reception Yds Per Attempt,Reception TD
A.J. Carter,RB,4,31,156,5.03,2,0.0,0.0,0.0,0.0
A.J. Davis,RB,12,127,530,4.17,4,0.0,0.0,0.0,0.0
A.J. Hines,RB,41,881,4629,5.25,44,0.0,0.0,0.0,0.0
A.J. Ouellette,RB,39,556,2999,5.39,25,0.0,0.0,0.0,0.0
A.J. Turner,RB,13,98,531,5.42,3,0.0,0.0,0.0,0.0
A.J. Walker,RB,12,146,623,4.27,2,0.0,0.0,0.0,0.0
AJ Bush,QB,10,138,733,5.31,8,0.0,0.0,0.0,0.0
AJ Deinhart,RB,11,101,496,4.91,3,0.0,0.0,0.0,0.0
AJ Dillon,RB,36,845,4382,5.19,38,0.0,0.0,0.0,0.0
Aaron Bailey,QB,21,381,1760,4.62,25,0.0,0.0,0.0,0.0
Aaron Dawson,RB,34,442,2500,5.66,25,0.0,0.0,0.0,0.0
Aaron Duckworth,RB,25,337,1697,5.04,9,0.0,0.0,0.0,0.0
Aaron Dumas,RB,11,136,658,4.84,2,0.0,0.0,0.0,0.0
Aaron Dykes,RB,28,347,1506,4.34,13,0.0,0.0,0.0,0.0
Aaron Forbes,RB,35,404,2195,5.43,17,0.0,0.0,0.0,0.0
Aaron Green,RB,26,373,2194,5.88,20,0.0,0.0,0.0,0.0
Aaron Jones,RB,33,626,3905,6.24,32,0.0,0.0,0.0,0.0
Aaron Kemper,RB,11,101,544,5.39,3,0.0,0.0,0.0,0.0
Aaron Miller,QB,12,226,1080,4.78,13,0.0,0.0,0.0,0.0
Aaron Savage,RB,11,94,427,4.54,3,0.0,0.0,0.0,0.0
Aaron Shampklin,DB,10,173,1053,6.09,9,0.0,0.0,0.0,0.0
Aaron Shampklin,RB,9,150,842,5.61,11,0.0,0.0,0.0,0.0
Aaron Wimberly,RB,21,288,1209,4.2,9,0.0,0.0,0.0,0.0
Aaron Winchester,QB,13,160,843,5.27,9,0.0,0.0,0.0,0.0
Abdul Adams,RB,12,59,542,9.19,1,0.0,0.0,0.0,0.0
Abou Toure,RB,23,286,1647,5.76,10,0.0,0.0,0.0,0.0
Abram Smith,RB,14,257,1601,6.23,12,0.0,0.0,0.0,0.0
Aca'Cedric Ware,RB,12,125,825,6.6,6,0.0,0.0,0.0,0.0
Adam Choice,RB,15,77,548,7.12,7,0.0,0.0,0.0,0.0
Adam Cofield,RB,31,249,1376,5.53,18,0.0,0.0,0.0,0.0
Adam Eastwood,RB,11,125,514,4.11,9,0.0,0.0,0.0,0.0
Adam Kennedy,QB,13,153,524,3.42,4,0.0,0.0,0.0,0.0
Adam Muema,RB,13,256,1244,4.86,15,0.0,0.0,0.0,0.0
Adeolu Adeleke,RB,16,70,530,7.57,3,0.0,0.0,0.0,0.0
Adrian Feliz-Platt,RB,11,102,480,4.71,1,0.0,0.0,0.0,0.0
Adrian Killins,RB,38,356,2134,5.99,21,0.0,0.0,0.0,0.0
Adrian Martinez,QB,49,619,2928,4.73,45,0.0,0.0,0.0,0.0
Aeris Williams,RB,38,458,2351,5.13,13,0.0,0.0,0.0,0.0
Ahmaad Tanner,RB,28,370,1771,4.79,22,0.0,0.0,0.0,0.0
Ahmad Antoine,RB,9,103,591,5.74,6,0.0,0.0,0.0,0.0
Ahmad Bradshaw,QB,25,427,2572,6.02,22,0.0,0.0,0.0,0.0
Ahmari Davis,RB,9,140,832,5.94,7,0.0,0.0,0.0,0.0
Aidan Borguet,RB,30,412,2430,5.9,25,0.0,0.0,0.0,0.0
Aidan Robbins,RB,11,209,1009,4.83,9,0.0,0.0,0.0,0.0
Ailym Ford,RB,31,641,3347,5.22,32,0.0,0.0,0.0,0.0
Akaninyene Umoh,RB,12,77,454,5.9,7,0.0,0.0,0.0,0.0
Akeel Lynch,RB,22,207,1036,5.0,5,0.0,0.0,0.0,0.0
Akeem Hunt,RB,24,296,1413,4.77,7,38.0,340.0,8.95,2.0
Akeem Judd,RB,12,164,826,5.04,6,0.0,0.0,0.0,0.0
Akevious Williams,QB,11,136,571,4.2,10,0.0,0.0,0.0,0.0
Akrum Wadley,RB,35,503,2686,5.34,27,0.0,0.0,0.0,0.0
Al Wooten II,RB,11,130,495,3.81,4,0.0,0.0,0.0,0.0
Alan Barnwell,RB,11,133,636,4.78,5,0.0,0.0,0.0,0.0
Alan Lamar,RB,17,255,1242,4.87,14,0.0,0.0,0.0,0.0
Alan Watson,RB,10,133,627,4.71,1,0.0,0.0,0.0,0.0
Alek Torgersen,QB,10,116,396,3.41,8,0.0,0.0,0.0,0.0
Alex Barnes,RB,25,402,2174,5.41,19,0.0,0.0,0.0,0.0
Alex Collins,RB,38,665,3703,5.57,36,0.0,0.0,0.0,0.0
Alex Delton,QB,7,100,500,5.0,8,0.0,0.0,0.0,0.0
Alex Fontenot,RB,11,185,874,4.72,5,0.0,0.0,0.0,0.0
Alex Gardner,RB,37,548,2481,4.53,21,0.0,0.0,0.0,0.0
Alex James,RB,18,132,791,5.99,3,0.0,0.0,0.0,0.0
Alex Jeske,QB,11,120,676,5.63,14,0.0,0.0,0.0,0.0
Alex Kuresa,QB,23,305,1613,5.29,17,0.0,0.0,0.0,0.0
Alex Lakes,RB,31,433,2248,5.19,28,0.0,0.0,0.0,0.0
Alex Mathews,RB,23,249,1073,4.31,10,0.0,0.0,0.0,0.0
Alex Piccirilli,QB,4,56,171,3.05,3,0.0,0.0,0.0,0.0
Alex Ramsey,RB,12,266,1326,4.98,22,0.0,0.0,0.0,0.0
Alex Ross,QB,28,273,1231,4.51,15,0.0,0.0,0.0,0.0
Alex Ross,RB,13,88,595,6.76,4,0.0,0.0,0.0,0.0
Alex Valles,RB,11,104,462,4.44,3,0.0,0.0,0.0,0.0
Alexander Mattison,RB,27,514,2501,4.87,29,0.0,0.0,0.0,0.0
Alfonzo Graham,RB,20,250,1656,6.62,13,0.0,0.0,0.0,0.0
Alfred Blue,RB,13,71,343,4.83,1,0.0,0.0,0.0,0.0
Algernon Brown,RB,11,127,709,5.58,11,0.0,0.0,0.0,0.0
Alijah Jackson,RB,42,666,2808,4.22,12,0.0,0.0,0.0,0.0
Allen Smith,RB,30,400,1522,3.8,22,0.0,0.0,0.0,0.0
Alonzo Booth,RB,21,292,1381,4.73,21,0.0,0.0,0.0,0.0
Alonzo Harris,RB,25,371,1749,4.71,26,0.0,0.0,0.0,0.0
Alonzo Smith,RB,46,572,2613,4.57,19,0.0,0.0,0.0,0.0
Alton McCaskill,RB,14,189,961,5.08,16,0.0,0.0,0.0,0.0
Alvin Kamara,RB,24,210,1294,6.16,16,0.0,0.0,0.0,0.0
Amar Johnson,RB,29,216,1173,5.43,10,0.0,0.0,0.0,0.0
Amare Jones,RB,10,67,389,5.81,2,0.0,0.0,0.0,0.0
Ameer Abdullah,RB,26,545,3301,6.06,28,0.0,0.0,0.0,0.0
Ameer King,RB,22,183,965,5.27,2,0.0,0.0,0.0,0.0
Amin Woods,RB,11,123,427,3.47,6,0.0,0.0,0.0,0.0
Andre Clarke,RB,20,238,1078,4.53,16,0.0,0.0,0.0,0.0
Andre Givens,RB,13,101,479,4.74,8,0.0,0.0,0.0,0.0
Andre Stoddard,RB,25,332,1738,5.23,26,0.0,0.0,0.0,0.0
Andre Williams,RB,13,355,2177,6.13,18,0.0,0.0,0.0,0.0
Andrew Body,QB,21,226,1223,5.41,9,0.0,0.0,0.0,0.0
Andrew Bunch,QB,8,56,159,2.84,2,0.0,0.0,0.0,0.0
Andrew Casten,RB,8,76,457,6.01,8,0.0,0.0,0.0,0.0
Andrew Clair,RB,22,242,1427,5.9,9,0.0,0.0,0.0,0.0
Andrew Coke,RB,19,192,808,4.21,7,0.0,0.0,0.0,0.0
Andrew Goldsmith,RB,22,241,1073,4.45,6,0.0,0.0,0.0,0.0
Andrew Pierce,RB,12,183,822,4.49,10,0.0,0.0,0.0,0.0
Andrew Van Buren,RB,7,111,382,3.44,8,0.0,0.0,0.0,0.0
Andy Davidson,LB,26,306,1588,5.19,17,0.0,0.0,0.0,0.0
Angel Santiago,QB,24,363,1407,3.88,20,0.0,0.0,0.0,0.0
Antario Brown,RB,19,191,1227,6.42,12,0.0,0.0,0.0,0.0
Anthon Samuel,RB,11,132,582,4.41,5,0.0,0.0,0.0,0.0
Anthone Taylor,RB,31,550,2631,4.78,18,0.0,0.0,0.0,0.0
Anthony Brown,QB,14,151,658,4.36,9,0.0,0.0,0.0,0.0
Anthony Grant,RB,12,218,915,4.2,6,0.0,0.0,0.0,0.0
Anthony Jones,RB,24,303,1429,4.72,13,0.0,0.0,0.0,0.0
Anthony Jordan,RB,30,351,1665,4.74,26,0.0,0.0,0.0,0.0
Anthony Knight,RB,10,116,496,4.28,12,0.0,0.0,0.0,0.0
Anthony Lacoste,DB,12,135,890,6.59,6,0.0,0.0,0.0,0.0
Anthony Maddie,WR,7,82,558,6.8,7,0.0,0.0,0.0,0.0
Anthony McFarland,RB,23,245,1648,6.73,12,0.0,0.0,0.0,0.0
Anthony Philyaw,RB,32,536,2720,5.07,33,0.0,0.0,0.0,0.0
Anthony Richardson,QB,12,103,654,6.35,9,0.0,0.0,0.0,0.0
Anthony Scaccia,RB,11,118,499,4.23,4,0.0,0.0,0.0,0.0
Anthony Wales,RB,35,474,3230,6.81,41,0.0,0.0,0.0,0.0
Anthony Watkins,RB,13,86,634,7.37,4,0.0,0.0,0.0,0.0
Anthony Wilkerson,RB,14,84,353,4.2,2,0.0,0.0,0.0,0.0
Anthony Williams III,RB,13,125,723,5.78,12,0.0,0.0,0.0,0.0
Anthony Woods,RB,12,154,880,5.71,3,0.0,0.0,0.0,0.0
Antoine Custer Jr.,RB,47,547,3045,5.57,39,0.0,0.0,0.0,0.0
Antoinne Jimmerson,RB,24,227,1035,4.56,12,0.0,0.0,0.0,0.0
Antonio Andrews,RB,12,267,1730,6.48,16,41.0,478.0,11.66,0.0
Antonio Wilcox,RB,24,250,1212,4.85,20,0.0,0.0,0.0,0.0
Antonio Williams,RB,10,91,504,5.54,5,0.0,0.0,0.0,0.0
Antwon Wells,RB,13,141,580,4.11,10,0.0,0.0,0.0,0.0
Anwar Lewis,RB,11,115,818,7.11,8,0.0,0.0,0.0,0.0
Aquanius Freeman,RB,11,86,421,4.9,5,0.0,0.0,0.0,0.0
Ari Broussard,RB,12,116,569,4.91,3,0.0,0.0,0.0,0.0
Arion Worthman,QB,18,347,1495,4.31,19,0.0,0.0,0.0,0.0
Aris Hilliard,WR,11,71,605,8.52,8,0.0,0.0,0.0,0.0
Arkeel Newsome,RB,25,330,1507,4.57,11,25.0,541.0,21.64,2.0
Armand Shyne,RB,14,120,512,4.27,5,0.0,0.0,0.0,0.0
Armani Rogers,QB,28,331,1897,5.73,23,0.0,0.0,0.0,0.0
Arnold Walker,RB,12,224,1191,5.32,16,0.0,0.0,0.0,0.0
Arshon Spaulding,WR,10,97,555,5.72,4,0.0,0.0,0.0,0.0
Art Thompkins,RB,26,202,1192,5.9,8,0.0,0.0,0.0,0.0
Artavis Pierce,RB,23,244,1396,5.72,10,0.0,0.0,0.0,0.0
Asher O'Hara,QB,46,747,3263,4.37,44,0.0,0.0,0.0,0.0
Ashton Jeanty,RB,14,156,821,5.26,7,0.0,0.0,0.0,0.0
Asim Rose,RB,24,255,1492,5.85,8,0.0,0.0,0.0,0.0
Aston Walter,WR,11,145,771,5.32,8,0.0,0.0,0.0,0.0
Atiq Lucas,RB,22,371,1538,4.15,18,0.0,0.0,0.0,0.0
Aubrey Scott,RB,6,37,215,5.81,1,0.0,0.0,0.0,0.0
Audric Estime,RB,13,156,920,5.9,11,0.0,0.0,0.0,0.0
Aundre Carter,RB,9,113,615,5.44,7,0.0,0.0,0.0,0.0
Austin Douglas,RB,8,58,403,6.95,5,0.0,0.0,0.0,0.0
Austin Gearing,QB,12,145,478,3.3,1,0.0,0.0,0.0,0.0
Austin Jones,RB,20,261,1255,4.81,14,0.0,0.0,0.0,0.0
Austin Medley,RB,11,54,310,5.74,1,0.0,0.0,0.0,0.0
Austin Simmons,QB,12,154,588,3.82,6,0.0,0.0,0.0,0.0
Austin Walter,RB,13,133,564,4.24,4,0.0,0.0,0.0,0.0
Avante Cox,WR,10,25,238,9.52,1,202.0,2806.0,13.89,23.0
Aveon Smith,QB,10,123,553,4.5,6,0.0,0.0,0.0,0.0
Avery Morrow,RB,12,173,834,4.82,4,0.0,0.0,0.0,0.0
Ayo Adeyi,RB,12,112,807,7.21,4,0.0,0.0,0.0,0.0
B. Femiano,RB,11,151,778,5.15,6,0.0,0.0,0.0,0.0
B.J. Baylor,RB,13,227,1337,5.89,13,0.0,0.0,0.0,0.0
B.J. Bennett,RB,10,123,464,3.77,4,0.0,0.0,0.0,0.0
B.J. Catalon,RB,11,107,569,5.32,6,0.0,0.0,0.0,0.0
B.J. Denker,QB,13,181,949,5.24,13,0.0,0.0,0.0,0.0
B.J. Smith,RB,13,219,1186,5.42,13,0.0,0.0,0.0,0.0
